df_id,lat,lon,manual_id,state,source,elev2,country,ownership,tot,n2,p
8325,52.51618,-106.95836,30457,Saskatchewan,Synthetic data,520,Canada,State (Public),51,46,0.9019607843137255
8326,52.51627,-112.94702,72314,Alberta,Synthetic data,775,Canada,Corporate/Other (Private),50,21,0.42
8327,52.51689,-109.53436,30458,Saskatchewan,Synthetic data,654,Canada,Corporate/Other (Private),50,50,1
8328,52.51695,-105.27648,30459,Saskatchewan,Synthetic data,587,Canada,State (Public),50,41,0.82
8329,52.51756,-118.39213,30460,British Columbia,Synthetic data,1958,Canada,State (Public),50,50,1
8330,52.5181,-126.07715,30461,British Columbia,Synthetic data,1758,Canada,State (Public),50,50,1
8331,52.51812,-113.64206,64243,Alberta,Synthetic data,892,Canada,Corporate/Other (Private),50,50,1
8332,52.51911,-121.53147,61488,British Columbia,Synthetic data,954,Canada,State (Public),51,42,0.8235294117647058
8333,52.51973,-109.83975,65699,Saskatchewan,Synthetic data,654,Canada,State (Public),51,26,0.5098039215686274
8334,52.52121,-108.49123,30462,Saskatchewan,Synthetic data,687,Canada,Corporate/Other (Private),50,50,1
8335,52.52124,-109.31828,30463,Saskatchewan,Synthetic data,590,Canada,Corporate/Other (Private),51,49,0.9607843137254902
8336,52.52128,-123.22994,30464,British Columbia,Synthetic data,1151,Canada,State (Public),52,50,0.9615384615384616
8337,52.5215,-117.23482,30465,Alberta,Synthetic data,2312,Canada,State (Public),52,52,1
8338,52.52154,-123.63438,30466,British Columbia,Synthetic data,1153,Canada,State (Public),49,49,1
8339,52.5224,-126.62533,60144,British Columbia,Synthetic data,1184,Canada,State (Public),51,51,1
8340,52.5228,-127.08318,60119,British Columbia,Synthetic data,998,Canada,State (Public),51,51,1
8341,52.52322,-126.12815,67992,British Columbia,Synthetic data,1452,Canada,State (Public),51,51,1
8342,52.52367,-121.70786,30467,British Columbia,Synthetic data,1106,Canada,State (Public),49,49,1
8343,52.52413,-122.50534,30468,British Columbia,Synthetic data,802,Canada,State (Public),49,49,1
8344,52.52418,-122.22653,69022,British Columbia,Synthetic data,1255,Canada,State (Public),51,51,1
8345,52.52437,-115.2658,30469,Alberta,Synthetic data,1070,Canada,State (Public),48,48,1
8346,52.52458,-113.85191,30470,Alberta,Synthetic data,922,Canada,Corporate/Other (Private),49,49,1
8347,52.52482,-121.65594,61400,British Columbia,Synthetic data,1096,Canada,State (Public),50,50,1
8348,52.52505,-109.2606,30471,Saskatchewan,Synthetic data,670,Canada,Corporate/Other (Private),51,51,1
8349,52.52531,-125.68692,68042,British Columbia,Synthetic data,1457,Canada,State (Public),50,50,1
8350,52.52542,-110.47299,30472,Alberta,Synthetic data,661,Canada,Corporate/Other (Private),47,47,1
8351,52.52625,-115.09324,30473,Alberta,Synthetic data,982,Canada,State (Public),52,52,1
8352,52.52685,-118.50298,30474,British Columbia,Synthetic data,2009,Canada,State (Public),49,49,1
8353,52.52758,-119.48452,30475,British Columbia,Synthetic data,891,Canada,State (Public),50,50,1
8354,52.52789,-113.46354,30476,Alberta,Synthetic data,872,Canada,Corporate/Other (Private),51,51,1
8355,52.52792,-126.3387,30477,British Columbia,Synthetic data,1909,Canada,State (Public),49,49,1
8356,52.5281,-123.0082,30478,British Columbia,Synthetic data,1199,Canada,State (Public),48,48,1
8357,52.52812,-124.05611,30479,British Columbia,Synthetic data,1202,Canada,State (Public),49,49,1
8358,52.52911,-104.53803,30480,Saskatchewan,Synthetic data,536,Canada,Corporate/Other (Private),52,52,1
8359,52.52932,-126.4067,30481,British Columbia,Synthetic data,762,Canada,State (Public),52,52,1
8360,52.5312,-115.83946,30482,Alberta,Synthetic data,1387,Canada,State (Public),50,50,1
8361,52.53158,-113.17203,30483,Alberta,Synthetic data,789,Canada,Corporate/Other (Private),48,48,1
8362,52.53185,-122.80011,30484,British Columbia,Synthetic data,1045,Canada,State (Public),51,51,1
8363,52.53215,-115.17824,63697,Alberta,Synthetic data,1046,Canada,State (Public),51,51,1
8364,52.53277,-122.26215,61224,British Columbia,Synthetic data,1188,Canada,State (Public),50,50,1
8365,52.53428,-106.55149,66882,Saskatchewan,Synthetic data,521,Canada,Corporate/Other (Private),50,47,0.94
8366,52.53458,-112.10098,72678,Alberta,Synthetic data,713,Canada,Corporate/Other (Private),51,50,0.9803921568627451
8367,52.53464,-108.31436,30485,Saskatchewan,Synthetic data,713,Canada,Tribal,50,50,1
8368,52.53525,-114.28518,71859,Alberta,Synthetic data,962,Canada,Corporate/Other (Private),50,50,1
8369,52.53603,-118.48233,62544,British Columbia,Synthetic data,1910,Canada,State (Public),52,52,1
8370,52.53607,-114.11967,30486,Alberta,Synthetic data,902,Canada,Corporate/Other (Private),50,50,1
8371,52.53666,-109.7324,73497,Saskatchewan,Synthetic data,673,Canada,Corporate/Other (Private),50,50,1
8372,52.53717,-110.89146,30487,Alberta,Synthetic data,708,Canada,Corporate/Other (Private),50,50,1
8373,52.53734,-118.264,30488,Alberta,Synthetic data,2169,Canada,State (Public),52,40,0.7692307692307693
8374,52.53767,-115.65121,71313,Alberta,Synthetic data,1174,Canada,State (Public),52,52,1
8375,52.53837,-127.09049,67917,British Columbia,Synthetic data,840,Canada,State (Public),47,47,1
8376,52.53934,-114.06491,30490,Alberta,Synthetic data,937,Canada,Corporate/Other (Private),51,38,0.7450980392156863
8377,52.54031,-104.48613,75408,Saskatchewan,Synthetic data,538,Canada,Corporate/Other (Private),51,51,1
8378,52.54072,-115.41751,63606,Alberta,Synthetic data,1128,Canada,State (Public),50,50,1
8379,52.54099,-119.7735,30491,British Columbia,Synthetic data,1850,Canada,State (Public),50,50,1
8380,52.54116,-108.39639,66154,Saskatchewan,Synthetic data,680,Canada,Corporate/Other (Private),52,52,1
8381,52.54225,-119.76447,69902,British Columbia,Synthetic data,2182,Canada,State (Public),50,50,1
8382,52.5433,-126.92614,30492,British Columbia,Synthetic data,603,Canada,State (Public),51,51,1
8383,52.54498,-123.05581,60960,British Columbia,Synthetic data,1359,Canada,State (Public),49,49,1
8384,52.54607,-113.27169,72223,Alberta,Synthetic data,875,Canada,Corporate/Other (Private),49,46,0.9387755102040817
8385,52.54608,-103.91859,75590,Saskatchewan,Synthetic data,545,Canada,Corporate/Other (Private),52,52,1
8386,52.54618,-107.43017,66518,Saskatchewan,Synthetic data,534,Canada,Corporate/Other (Private),52,52,1
8387,52.54665,-113.72557,30493,Alberta,Synthetic data,840,Canada,Corporate/Other (Private),52,52,1
8388,52.54736,-123.76259,30494,British Columbia,Synthetic data,1263,Canada,State (Public),49,49,1
8389,52.54803,-122.37882,30495,British Columbia,Synthetic data,864,Canada,State (Public),52,41,0.7884615384615384
8390,52.54825,-118.2616,62632,Alberta,Synthetic data,2052,Canada,State (Public),50,46,0.92
8391,52.54846,-105.653,67155,Saskatchewan,Synthetic data,572,Canada,Corporate/Other (Private),50,50,1
8392,52.54857,-107.54272,74316,Saskatchewan,Synthetic data,538,Canada,Corporate/Other (Private),47,47,1
8393,52.54896,-121.63497,30496,British Columbia,Synthetic data,1142,Canada,State (Public),51,45,0.8823529411764706
8394,52.54906,-112.61271,64698,Alberta,Synthetic data,778,Canada,Corporate/Other (Private),51,51,1
8395,52.54916,-122.36268,30497,British Columbia,Synthetic data,852,Canada,Corporate/Other (Private),51,29,0.5686274509803921
8396,52.54951,-111.74641,72769,Alberta,Synthetic data,697,Canada,Corporate/Other (Private),51,51,1
8397,52.55036,-126.72854,30498,British Columbia,Synthetic data,908,Canada,State (Public),51,51,1
8398,52.55036,-107.41722,30499,Saskatchewan,Synthetic data,533,Canada,Corporate/Other (Private),51,51,1
8399,52.55078,-120.82576,30500,British Columbia,Synthetic data,796,Canada,State (Public),49,27,0.5510204081632653
8400,52.55083,-126.36605,30501,British Columbia,Synthetic data,2378,Canada,State (Public),51,51,1
8401,52.55107,-121.12816,69374,British Columbia,Synthetic data,790,Canada,State (Public),51,34,0.6666666666666666
8402,52.55114,-108.88046,30502,Saskatchewan,Synthetic data,671,Canada,Corporate/Other (Private),51,51,1
8403,52.55125,-119.32219,30503,British Columbia,Synthetic data,1976,Canada,State (Public),51,51,1
8404,52.55195,-127.36564,30504,British Columbia,Synthetic data,527,Canada,State (Public),50,50,1
8405,52.55241,-114.41258,71768,Alberta,Synthetic data,979,Canada,Corporate/Other (Private),50,50,1
8407,52.55257,-110.32387,65517,Alberta,Synthetic data,681,Canada,Corporate/Other (Private),51,51,1
8408,52.55359,-108.38464,73952,Saskatchewan,Synthetic data,679,Canada,Corporate/Other (Private),50,50,1
8409,52.55409,-106.25252,66973,Saskatchewan,Synthetic data,484,Canada,Corporate/Other (Private),48,48,1
8410,52.55448,-124.36824,60520,British Columbia,Synthetic data,1376,Canada,State (Public),48,48,1
8411,52.55453,-116.18622,63336,Alberta,Synthetic data,1559,Canada,State (Public),50,50,1
8412,52.55474,-125.57135,30505,British Columbia,Synthetic data,1300,Canada,State (Public),51,51,1
8413,52.55494,-105.70726,30506,Saskatchewan,Synthetic data,563,Canada,Corporate/Other (Private),50,46,0.92
8414,52.5552,-108.08306,74134,Saskatchewan,Synthetic data,643,Canada,Corporate/Other (Private),50,50,1
8415,52.556,-104.17927,67701,Saskatchewan,Synthetic data,545,Canada,State (Public),50,25,0.5
8416,52.5572,-125.55373,30507,British Columbia,Synthetic data,1270,Canada,State (Public),51,51,1
8417,52.55745,-113.57516,72132,Alberta,Synthetic data,915,Canada,Corporate/Other (Private),51,51,1
8418,52.55835,-123.09665,30508,British Columbia,Synthetic data,1228,Canada,State (Public),49,46,0.9387755102040817
8419,52.5584,-118.09709,30509,Alberta,Synthetic data,2277,Canada,State (Public),47,47,1
8420,52.55841,-105.78129,30510,Saskatchewan,Synthetic data,564,Canada,Corporate/Other (Private),49,49,1
8421,52.55843,-111.55634,30511,Alberta,Synthetic data,696,Canada,Corporate/Other (Private),49,49,1
8422,52.55888,-110.82942,30512,Alberta,Synthetic data,704,Canada,Corporate/Other (Private),50,50,1
8423,52.55894,-110.16111,30513,Alberta,Synthetic data,621,Canada,Corporate/Other (Private),51,51,1
8424,52.56122,-111.62475,65062,Alberta,Synthetic data,688,Canada,Corporate/Other (Private),52,52,1
8425,52.56174,-124.62875,30514,British Columbia,Synthetic data,1415,Canada,State (Public),52,52,1
8426,52.56236,-117.11511,70870,Alberta,Synthetic data,1987,Canada,State (Public),49,49,1
8427,52.56273,-103.98295,30515,Saskatchewan,Synthetic data,535,Canada,Corporate/Other (Private),49,49,1
8428,52.56289,-108.2802,66245,Saskatchewan,Synthetic data,681,Canada,Tribal,50,50,1
8429,52.56302,-127.29606,30516,British Columbia,Synthetic data,625,Canada,State (Public),50,50,1
8430,52.56415,-110.86292,30517,Alberta,Synthetic data,710,Canada,Corporate/Other (Private),51,51,1
8431,52.56549,-126.80323,30518,British Columbia,Synthetic data,1725,Canada,State (Public),50,50,1
8432,52.56627,-127.64024,60044,British Columbia,Synthetic data,845,Canada,State (Public),50,50,1
8433,52.56633,-112.46559,30519,Alberta,Synthetic data,754,Canada,Corporate/Other (Private),52,52,1
8434,52.56666,-111.64356,30520,Alberta,Synthetic data,687,Canada,Corporate/Other (Private),49,49,1
8435,52.56678,-120.17662,69726,British Columbia,Synthetic data,1806,Canada,State (Public),49,49,1
8436,52.56718,-115.84251,30522,Alberta,Synthetic data,1369,Canada,State (Public),47,47,1
8437,52.56718,-103.94169,30521,Saskatchewan,Synthetic data,538,Canada,Corporate/Other (Private),50,50,1
8438,52.56724,-118.81363,30523,British Columbia,Synthetic data,1784,Canada,State (Public),51,51,1
8439,52.5676,-125.31189,30524,British Columbia,Synthetic data,1109,Canada,State (Public),50,50,1
8440,52.56826,-118.84895,30525,British Columbia,Synthetic data,729,Canada,State (Public),50,14,0.28
8441,52.56887,-126.43214,30526,British Columbia,Synthetic data,1524,Canada,State (Public),50,50,1
8442,52.5689,-107.2978,30527,Saskatchewan,Synthetic data,545,Canada,Corporate/Other (Private),50,50,1
8443,52.56929,-106.94635,30528,Saskatchewan,Synthetic data,511,Canada,Corporate/Other (Private),51,40,0.7843137254901961
8444,52.56937,-121.9412,30529,British Columbia,Synthetic data,675,Canada,State (Public),52,30,0.5769230769230769
8445,52.571,-108.84026,30530,Saskatchewan,Synthetic data,644,Canada,Corporate/Other (Private),50,30,0.6
8446,52.57273,-109.57222,73588,Saskatchewan,Synthetic data,648,Canada,Corporate/Other (Private),51,51,1
8447,52.57277,-112.20276,72587,Alberta,Synthetic data,721,Canada,Corporate/Other (Private),49,49,1
8448,52.57451,-115.34838,30531,Alberta,Synthetic data,1068,Canada,State (Public),50,50,1
8449,52.57593,-110.78591,30532,Alberta,Synthetic data,690,Canada,Corporate/Other (Private),50,50,1
8450,52.57737,-109.70014,30533,Saskatchewan,Synthetic data,643,Canada,Corporate/Other (Private),51,49,0.9607843137254902
8451,52.5775,-111.83526,30534,Alberta,Synthetic data,690,Canada,Corporate/Other (Private),49,49,1
8452,52.57924,-106.64112,30535,Saskatchewan,Synthetic data,531,Canada,Corporate/Other (Private),50,50,1
8453,52.57936,-111.33438,30536,Alberta,Synthetic data,639,Canada,Corporate/Other (Private),52,52,1
8454,52.57943,-122.85522,30537,British Columbia,Synthetic data,1169,Canada,State (Public),51,51,1
8455,52.57951,-123.16723,30538,British Columbia,Synthetic data,1247,Canada,State (Public),47,47,1
8456,52.57955,-117.84093,30539,Alberta,Synthetic data,1335,Canada,State (Public),49,49,1
8457,52.58012,-114.2448,64061,Alberta,Synthetic data,958,Canada,Corporate/Other (Private),49,49,1
8458,52.58024,-117.57444,62896,Alberta,Synthetic data,2052,Canada,State (Public),50,50,1
8459,52.58079,-104.94838,75226,Saskatchewan,Synthetic data,530,Canada,Corporate/Other (Private),49,26,0.5306122448979592
8460,52.58097,-127.07755,30540,British Columbia,Synthetic data,1061,Canada,State (Public),52,52,1
8461,52.58118,-116.5888,30541,Alberta,Synthetic data,1741,Canada,State (Public),52,52,1
8462,52.58129,-112.93009,30542,Alberta,Synthetic data,779,Canada,Corporate/Other (Private),51,43,0.8431372549019608
8463,52.5822,-126.27981,30543,British Columbia,Synthetic data,1713,Canada,State (Public),48,48,1
8464,52.58236,-119.12304,30544,British Columbia,Synthetic data,1546,Canada,State (Public),52,52,1
8465,52.58252,-118.02863,30545,Alberta,Synthetic data,1706,Canada,State (Public),51,51,1
8466,52.58276,-110.2457,30546,Alberta,Synthetic data,614,Canada,Corporate/Other (Private),49,49,1
8467,52.58284,-126.20495,60194,British Columbia,Synthetic data,1220,Canada,State (Public),49,49,1
8468,52.58363,-124.53294,30547,British Columbia,Synthetic data,1379,Canada,State (Public),49,49,1
8469,52.58396,-116.5159,63248,Alberta,Synthetic data,2023,Canada,State (Public),51,51,1
8470,52.58401,-127.94067,60019,British Columbia,Synthetic data,455,Canada,State (Public),51,51,1
8471,52.58449,-122.69905,61048,British Columbia,Synthetic data,1128,Canada,State (Public),50,50,1
8472,52.58459,-114.38656,30548,Alberta,Synthetic data,1000,Canada,Corporate/Other (Private),49,49,1
8473,52.58501,-108.23837,30549,Saskatchewan,Synthetic data,650,Canada,Corporate/Other (Private),49,43,0.8775510204081632
8474,52.58581,-123.04388,68758,British Columbia,Synthetic data,1263,Canada,State (Public),50,50,1
8475,52.58586,-119.62199,30550,British Columbia,Synthetic data,1765,Canada,State (Public),51,51,1
8476,52.58679,-127.81051,30551,British Columbia,Synthetic data,197,Canada,State (Public),50,50,1
8477,52.58759,-119.61148,69990,British Columbia,Synthetic data,1565,Canada,State (Public),50,50,1
8478,52.58775,-113.72978,30552,Alberta,Synthetic data,861,Canada,Corporate/Other (Private),50,50,1
8479,52.58807,-107.75436,30553,Saskatchewan,Synthetic data,594,Canada,Corporate/Other (Private),51,51,1
8480,52.58832,-119.99063,62016,British Columbia,Synthetic data,2073,Canada,State (Public),52,52,1
8481,52.58896,-120.19067,61928,British Columbia,Synthetic data,1907,Canada,State (Public),50,50,1
8482,52.58948,-123.74575,30554,British Columbia,Synthetic data,1258,Canada,State (Public),51,51,1
8483,52.59004,-112.57377,30555,Alberta,Synthetic data,768,Canada,Corporate/Other (Private),50,50,1
8484,52.59027,-105.4372,75044,Saskatchewan,Synthetic data,558,Canada,Corporate/Other (Private),49,41,0.8367346938775511
8485,52.59125,-115.56165,30556,Alberta,Synthetic data,1094,Canada,State (Public),52,52,1
8486,52.59176,-108.88917,73770,Saskatchewan,Synthetic data,656,Canada,Corporate/Other (Private),52,52,1
8487,52.59201,-110.98381,65244,Alberta,Synthetic data,721,Canada,Corporate/Other (Private),49,49,1
8488,52.59297,-117.88366,70518,Alberta,Synthetic data,1483,Canada,State (Public),50,50,1
8489,52.59372,-112.24389,30557,Alberta,Synthetic data,723,Canada,Corporate/Other (Private),48,48,1
8490,52.59387,-120.98037,30558,British Columbia,Synthetic data,856,Canada,State (Public),50,37,0.74
8491,52.59416,-109.53693,65790,Saskatchewan,Synthetic data,632,Canada,State (Public),52,43,0.8269230769230769
8492,52.59464,-118.86142,70254,British Columbia,Synthetic data,1064,Canada,State (Public),51,42,0.8235294117647058
8493,52.59571,-104.7563,75317,Saskatchewan,Synthetic data,553,Canada,State (Public),50,29,0.58
8494,52.5976,-116.83833,30559,Alberta,Synthetic data,1583,Canada,State (Public),51,51,1
8495,52.59814,-120.52828,30560,British Columbia,Synthetic data,723,Canada,State (Public),50,21,0.42
8496,52.5983,-122.50459,68934,British Columbia,Synthetic data,553,Canada,Corporate/Other (Private),51,46,0.9019607843137255
8497,52.59887,-125.57291,30561,British Columbia,Synthetic data,1257,Canada,State (Public),51,51,1
8498,52.59953,-109.6021,30562,Saskatchewan,Synthetic data,616,Canada,State (Public),52,30,0.5769230769230769
8499,52.59978,-115.52432,30563,Alberta,Synthetic data,1061,Canada,State (Public),51,51,1
8500,52.60096,-124.21202,30564,British Columbia,Synthetic data,1289,Canada,State (Public),51,51,1
8501,52.60139,-114.71124,30565,Alberta,Synthetic data,1028,Canada,State (Public),50,37,0.74
8502,52.60184,-114.18487,30566,Alberta,Synthetic data,902,Canada,Corporate/Other (Private),51,34,0.6666666666666666
8503,52.602,-124.73798,30567,British Columbia,Synthetic data,1665,Canada,State (Public),50,50,1
8504,52.60235,-116.57901,71046,Alberta,Synthetic data,1811,Canada,State (Public),47,47,1
8505,52.60255,-121.44714,30568,British Columbia,Synthetic data,1090,Canada,State (Public),52,52,1
8506,52.6027,-108.81385,30569,Saskatchewan,Synthetic data,636,Canada,Corporate/Other (Private),50,50,1
8507,52.60277,-118.35566,30570,British Columbia,Synthetic data,2501,Canada,State (Public),52,52,1
8508,52.60366,-117.72868,30571,Alberta,Synthetic data,2119,Canada,State (Public),52,52,1
8509,52.60401,-114.76568,71677,Alberta,Synthetic data,1091,Canada,State (Public),49,47,0.9591836734693877
8510,52.60508,-108.3816,30572,Saskatchewan,Synthetic data,671,Canada,Corporate/Other (Private),49,49,1
8511,52.60589,-106.45154,30573,Saskatchewan,Synthetic data,516,Canada,Corporate/Other (Private),50,50,1
8512,52.60609,-110.33686,30574,Alberta,Synthetic data,644,Canada,Corporate/Other (Private),52,52,1
8513,52.60695,-114.16161,30575,Alberta,Synthetic data,914,Canada,Corporate/Other (Private),50,50,1
8514,52.60744,-105.93272,67064,Saskatchewan,Synthetic data,480,Canada,Corporate/Other (Private),51,39,0.7647058823529411
8515,52.60795,-120.14463,30576,British Columbia,Synthetic data,1271,Canada,State (Public),52,52,1
8516,52.60822,-125.67331,30577,British Columbia,Synthetic data,1557,Canada,State (Public),50,50,1
8517,52.60904,-127.30902,67892,British Columbia,Synthetic data,989,Canada,State (Public),52,52,1
8518,52.61073,-106.24122,30578,Saskatchewan,Synthetic data,491,Canada,Corporate/Other (Private),51,51,1
8519,52.61124,-116.62298,30579,Alberta,Synthetic data,1959,Canada,State (Public),51,51,1
8520,52.61212,-120.60969,61840,British Columbia,Synthetic data,1159,Canada,State (Public),51,51,1
8521,52.61256,-113.57099,64334,Alberta,Synthetic data,849,Canada,Corporate/Other (Private),52,52,1
8522,52.61277,-107.98098,30580,Saskatchewan,Synthetic data,520,Canada,Corporate/Other (Private),50,50,1
8523,52.61302,-105.02382,30581,Saskatchewan,Synthetic data,553,Canada,Corporate/Other (Private),50,48,0.96
8524,52.61318,-108.19118,30582,Saskatchewan,Synthetic data,632,Canada,Corporate/Other (Private),47,47,1
8525,52.61328,-111.93856,30583,Alberta,Synthetic data,704,Canada,Corporate/Other (Private),49,49,1
8526,52.61378,-116.86026,63160,Alberta,Synthetic data,1615,Canada,State (Public),52,52,1
8527,52.61447,-109.23936,73679,Saskatchewan,Synthetic data,681,Canada,Corporate/Other (Private),51,51,1
8528,52.61468,-116.92805,63072,Alberta,Synthetic data,2371,Canada,State (Public),49,49,1
8529,52.61512,-105.19217,75135,Saskatchewan,Synthetic data,525,Canada,State (Public),49,35,0.7142857142857143
8530,52.61625,-127.85222,30584,British Columbia,Synthetic data,23,Canada,State (Public),50,38,0.76
8531,52.61687,-122.12161,30585,British Columbia,Synthetic data,800,Canada,State (Public),52,52,1
8532,52.61691,-108.71309,30586,Saskatchewan,Synthetic data,635,Canada,Corporate/Other (Private),51,51,1
8533,52.61721,-122.07788,69110,British Columbia,Synthetic data,967,Canada,State (Public),51,51,1
8534,52.61775,-106.94629,74498,Saskatchewan,Synthetic data,501,Canada,Corporate/Other (Private),50,38,0.76
8535,52.6178,-104.60532,30587,Saskatchewan,Synthetic data,549,Canada,Corporate/Other (Private),51,46,0.9019607843137255
8536,52.61818,-118.3731,30588,British Columbia,Synthetic data,2057,Canada,State (Public),51,51,1
8537,52.6192,-124.16343,30589,British Columbia,Synthetic data,1310,Canada,State (Public),51,51,1
8538,52.61952,-107.18379,74407,Saskatchewan,Synthetic data,540,Canada,Corporate/Other (Private),50,50,1
8539,52.6196,-104.15999,30590,Saskatchewan,Synthetic data,533,Canada,Corporate/Other (Private),50,27,0.54
8540,52.62042,-106.10157,30591,Saskatchewan,Synthetic data,480,Canada,Corporate/Other (Private),50,50,1
8541,52.6205,-127.89729,30592,British Columbia,Synthetic data,593,Canada,State (Public),51,51,1
8542,52.62066,-106.8339,74589,Saskatchewan,Synthetic data,514,Canada,Corporate/Other (Private),49,49,1
8543,52.62073,-123.47687,68582,British Columbia,Synthetic data,1150,Canada,State (Public),49,47,0.9591836734693877
8544,52.62187,-111.99831,30593,Alberta,Synthetic data,707,Canada,Corporate/Other (Private),50,50,1
8545,52.62192,-106.03417,74862,Saskatchewan,Synthetic data,487,Canada,Corporate/Other (Private),52,52,1
8546,52.62208,-119.54969,62192,British Columbia,Synthetic data,1974,Canada,State (Public),51,51,1
8547,52.62284,-123.85944,68494,British Columbia,Synthetic data,1347,Canada,State (Public),51,51,1
8548,52.62291,-106.85112,30594,Saskatchewan,Synthetic data,493,Canada,Corporate/Other (Private),49,37,0.7551020408163265
8549,52.62317,-112.7083,64607,Alberta,Synthetic data,807,Canada,Corporate/Other (Private),51,51,1
8550,52.62343,-122.77606,30595,British Columbia,Synthetic data,1200,Canada,State (Public),49,49,1
8551,52.62475,-123.87345,60696,British Columbia,Synthetic data,1275,Canada,State (Public),52,52,1
8552,52.62564,-123.23399,30596,British Columbia,Synthetic data,1297,Canada,State (Public),51,51,1
8553,52.62572,-108.36669,30597,Saskatchewan,Synthetic data,611,Canada,Corporate/Other (Private),50,50,1
8554,52.62595,-105.73881,30598,Saskatchewan,Synthetic data,519,Canada,Corporate/Other (Private),51,47,0.9215686274509803
8555,52.62625,-110.76048,30599,Alberta,Synthetic data,667,Canada,Federal (Public),49,35,0.7142857142857143
8556,52.62648,-106.63245,66792,Saskatchewan,Synthetic data,536,Canada,Corporate/Other (Private),49,49,1
8557,52.62808,-108.50973,66155,Saskatchewan,Synthetic data,643,Canada,Corporate/Other (Private),50,50,1
8558,52.62826,-121.97879,30600,British Columbia,Synthetic data,955,Canada,State (Public),48,48,1
8559,52.6285,-126.09349,60220,British Columbia,Synthetic data,2037,Canada,State (Public),49,49,1
8560,52.62882,-106.63908,30601,Saskatchewan,Synthetic data,539,Canada,Corporate/Other (Private),51,51,1
8561,52.62914,-125.64159,30602,British Columbia,Synthetic data,1449,Canada,State (Public),49,49,1
8562,52.62945,-108.049,30603,Saskatchewan,Synthetic data,512,Canada,Corporate/Other (Private),51,51,1
8563,52.62947,-125.03939,30604,British Columbia,Synthetic data,1454,Canada,State (Public),50,50,1
8564,52.63049,-116.46383,30605,Alberta,Synthetic data,1492,Canada,State (Public),52,52,1
8565,52.63133,-108.61287,30606,Saskatchewan,Synthetic data,652,Canada,Corporate/Other (Private),49,49,1
8566,52.6314,-119.44516,30607,British Columbia,Synthetic data,2269,Canada,State (Public),51,51,1
8567,52.6318,-107.92025,66337,Saskatchewan,Synthetic data,562,Canada,Corporate/Other (Private),52,52,1
8568,52.63182,-121.63818,69199,British Columbia,Synthetic data,715,Canada,State (Public),51,49,0.9607843137254902
8569,52.63304,-125.31456,68093,British Columbia,Synthetic data,1250,Canada,State (Public),51,51,1
8570,52.63309,-112.89522,30608,Alberta,Synthetic data,812,Canada,Corporate/Other (Private),51,51,1
8571,52.63594,-120.86187,30609,British Columbia,Synthetic data,1490,Canada,State (Public),51,51,1
8572,52.63613,-115.90057,30610,Alberta,Synthetic data,1268,Canada,State (Public),47,47,1
8573,52.63683,-115.92161,30611,Alberta,Synthetic data,1315,Canada,State (Public),51,51,1
8574,52.63887,-115.64928,71314,Alberta,Synthetic data,1190,Canada,State (Public),51,51,1
8575,52.63889,-109.47834,30612,Saskatchewan,Synthetic data,593,Canada,Corporate/Other (Private),52,50,0.9615384615384616
8576,52.63924,-127.76689,60045,British Columbia,Synthetic data,683,Canada,State (Public),52,52,1
8577,52.63929,-119.51456,30613,British Columbia,Synthetic data,1925,Canada,State (Public),49,49,1
8578,52.6394,-113.17931,30614,Alberta,Synthetic data,838,Canada,Corporate/Other (Private),51,51,1
8579,52.63971,-111.95646,72679,Alberta,Synthetic data,702,Canada,Corporate/Other (Private),52,52,1
8580,52.63995,-107.07914,30615,Saskatchewan,Synthetic data,539,Canada,Corporate/Other (Private),49,49,1
8581,52.64001,-111.06404,73043,Alberta,Synthetic data,708,Canada,Corporate/Other (Private),50,50,1
8582,52.64011,-119.10692,70167,British Columbia,Synthetic data,1753,Canada,State (Public),50,50,1
8583,52.6407,-109.26922,30616,Saskatchewan,Synthetic data,667,Canada,Corporate/Other (Private),49,38,0.7755102040816326
8584,52.64221,-109.11058,30617,Saskatchewan,Synthetic data,676,Canada,Corporate/Other (Private),51,51,1
8585,52.64318,-104.59991,67611,Saskatchewan,Synthetic data,530,Canada,Corporate/Other (Private),51,27,0.5294117647058824
8586,52.64425,-111.07647,30618,Alberta,Synthetic data,699,Canada,Corporate/Other (Private),50,50,1
8587,52.6446,-114.28434,71860,Alberta,Synthetic data,903,Canada,Corporate/Other (Private),52,52,1
8588,52.64504,-116.29066,63337,Alberta,Synthetic data,1316,Canada,State (Public),51,51,1
8589,52.64542,-122.7473,30619,British Columbia,Synthetic data,1172,Canada,State (Public),48,48,1
8590,52.64769,-117.52494,30620,Alberta,Synthetic data,1788,Canada,State (Public),51,46,0.9019607843137255
8591,52.648,-116.14202,30621,Alberta,Synthetic data,1357,Canada,State (Public),50,50,1
8592,52.64834,-123.58782,30622,British Columbia,Synthetic data,1259,Canada,State (Public),52,52,1
8593,52.64897,-120.89352,30623,British Columbia,Synthetic data,1377,Canada,State (Public),51,51,1
8594,52.64904,-120.53513,30624,British Columbia,Synthetic data,1508,Canada,State (Public),50,50,1
8595,52.64915,-115.64797,30625,Alberta,Synthetic data,1158,Canada,State (Public),49,49,1
8596,52.64932,-121.0514,69463,British Columbia,Synthetic data,1775,Canada,State (Public),51,51,1
