thresh,false_positive,true_negative,true_positive,false_negative,TPR,FPR,diff,maximized,lag_pr,lag_rh,lag_temp,filenum
0.5750000000000001,0.01426750800410307,0.985732491995897,0.7881219903691814,0.21187800963081865,0.7881219903691814,0.01426750800410307,0.7738544823650784,0,11,11,11,lag111111
0.6000000000000001,0.01280656491871561,0.9871934350812844,0.7746566791510612,0.2253433208489388,0.7746566791510612,0.01280656491871561,0.7618501142323456,0,11,11,11,lag111111
0.625,0.01134562183332815,0.988654378166672,0.7607454967005529,0.2392545032994471,0.7607454967005529,0.01134562183332815,0.7493998748672248,0,11,11,11,lag111111
0.65,0.01016443380684467,0.9898355661931554,0.7446941323345818,0.25530586766541824,0.7446941323345818,0.01016443380684467,0.7345296985277372,0,11,11,11,lag111111
0.675,0.00861023903515588,0.991389760964844,0.7288211164615659,0.2711788835384341,0.7288211164615659,0.00861023903515588,0.72021087742641,0,11,11,11,lag111111
0.7000000000000001,0.00758447048584128,0.9924155295141588,0.710629570180132,0.28937042981986805,0.710629570180132,0.00758447048584128,0.7030450996942906,0,11,11,11,lag111111
0.7250000000000001,0.00677628920456311,0.9932237107954368,0.6941323345817728,0.30586766541822724,0.6941323345817728,0.00677628920456311,0.6873560453772097,0,11,11,11,lag111111
0.75,0.00553293338721208,0.994467066612788,0.670768682004637,0.3292313179953629,0.670768682004637,0.00553293338721208,0.665235748617425,0,11,11,11,lag111111
0.775,0.00466258431506636,0.9953374156849336,0.6436597110754414,0.3563402889245586,0.6436597110754414,0.00466258431506636,0.638997126760375,0,11,11,11,lag111111
0.8,0.00382331913835441,0.9961766808616456,0.6128945960406634,0.38710540395933657,0.6128945960406634,0.00382331913835441,0.609071276902309,0,11,11,11,lag111111
0.8250000000000001,0.00301513785707624,0.9969848621429236,0.5721419654003924,0.4278580345996077,0.5721419654003924,0.00301513785707624,0.5691268275433161,0,11,11,11,lag111111
0.8500000000000001,0.00226912436666563,0.9977308756333344,0.5310326377742108,0.4689673622257892,0.5310326377742108,0.00226912436666563,0.5287635134075452,0,11,11,11,lag111111
0.875,0.00183394983059277,0.9981660501694072,0.49268771178883536,0.5073122882111646,0.49268771178883536,0.00183394983059277,0.4908537619582426,0,11,11,11,lag111111
0.9,0.00136769139908613,0.998632308600914,0.4343677545924737,0.5656322454075263,0.4343677545924737,0.00136769139908613,0.4330000631933875,0,11,11,11,lag111111
0.925,8.392651767119455e-4,0.999160734823288,0.36240413768503654,0.6375958623149635,0.36240413768503654,8.392651767119455e-4,0.3615648725083246,0,11,11,11,lag111111
0.95,4.3517453607286067e-4,0.9995648254639272,0.25494917067950773,0.7450508293204923,0.25494917067950773,4.3517453607286067e-4,0.2545139961434349,0,11,11,11,lag111111
0.975,2.7975505890398187e-4,0.999720244941096,0.14579989299090423,0.8542001070090958,0.14579989299090423,2.7975505890398187e-4,0.14552013793200025,0,11,11,11,lag111111
1,0,1,0,1,0,0,0,0,11,11,11,lag111111
0,1,0,1,0,1,1,0,0,12,12,12,lag121212
0.025,0.3693422034319821,0.6306577965680179,0.9868913857677902,0.01310861423220973,0.9868913857677902,0.3693422034319821,0.6175491823358081,0,12,12,12,lag121212
0.05,0.2849726436209898,0.7150273563790102,0.9794007490636704,0.02059925093632958,0.9794007490636704,0.2849726436209898,0.6944281054426806,0,12,12,12,lag121212
0.07500000000000001,0.23367943297687144,0.7663205670231286,0.9735152487961476,0.02648475120385232,0.9735152487961476,0.23367943297687144,0.7398358158192763,0,12,12,12,lag121212
0.1,0.1955359363342452,0.8044640636657547,0.963438558944177,0.03656144105582307,0.963438558944177,0.1955359363342452,0.7679026226099317,0,12,12,12,lag121212
0.125,0.15705048495399154,0.8429495150460085,0.95621544497949,0.04378455502051007,0.95621544497949,0.15705048495399154,0.7991649600254984,0,12,12,12,lag121212
0.15000000000000002,0.12269957721959712,0.8773004227804029,0.948992331014803,0.05100766898519707,0.948992331014803,0.12269957721959712,0.8262927537952058,0,12,12,12,lag121212
0.17500000000000002,0.0987627455856752,0.9012372544143248,0.942215088282504,0.05778491171749599,0.942215088282504,0.0987627455856752,0.8434523426968288,0,12,12,12,lag121212
0.2,0.08262869932852525,0.9173713006714748,0.931960049937578,0.06803995006242197,0.931960049937578,0.08262869932852525,0.8493313506090527,0,12,12,12,lag121212
0.225,0.07109549863218105,0.928904501367819,0.9220617085785624,0.07793829142143749,0.9220617085785624,0.07109549863218105,0.8509662099463815,1,12,12,12,lag121212
0.25,0.06133424521263367,0.9386657547873664,0.9103798822899948,0.08962011771000535,0.9103798822899948,0.06133424521263367,0.849045637077361,0,12,12,12,lag121212
