elev2,lat,lon
2018,43.72903431,-115.1482428
828,49.69634726,-110.9619838
653,47.90291286,-105.1260158
1010,47.46518111,-109.9690473
507,49.22468084,-119.9978113
2453,33.39731212,-107.8748119
NA,48.76612421,-126.0908809
1622,43.15347331,-108.6277144
940,48.82057034,-108.5444411
1644,38.08779334,-110.2893793
4,49.12594563,-122.2235616
212,46.66552648,-119.8540984
1378,44.18089859,-118.2338835
562,46.04276739,-115.8584539
2440,44.73015517,-110.6099007
1700,52.72738516,-118.7090899
1803,43.60039142,-115.2959669
559,31.96886241,-112.2588974
1416,46.09201169,-117.4321881
1998,43.85158552,-115.602202
886,50.47149426,-112.6449348
947,48.39652814,-120.2858369
2675,51.69608981,-117.9443253
89,37.08871152,-120.1236611
939,47.54583202,-114.1861598
742,49.866625,-107.043777
870,46.89130018,-116.8116522
1939,43.44310607,-114.9619403
2384,44.65661149,-111.5100457
NA,37.83143334,-123.9355613
1542,41.40749839,-121.1327476
3134,43.10299352,-109.7346668
3414,37.44648985,-108.0172018
1323,45.77293101,-117.5695774
954,47.92652472,-111.0226237
58,32.27395699,-114.4864483
1950,39.03098977,-104.0967485
1104,53.14862866,-126.1920366
601,50.07643978,-104.0130684
727,48.85549732,-104.2697864
664,53.10333143,-109.7839637
1091,47.81871739,-114.5951229
1674,39.85101469,-121.0464631
1349,48.01539944,-114.4976797
1378,47.73803,-120.48454
1722,38.21711981,-118.2773261
414,33.72809063,-113.9899737
1661,37.05695982,-113.0579222
930,35.13306524,-115.6150813
568,44.81659432,-120.4718146
1007,52.91359697,-123.5098327
1376,46.1276817,-117.656827
1841,40.402,-121.619
814,53.1779192,-114.3268319
2063,44.34829346,-116.1314958
1122,44.189548,-116.005948
NA,38.11488352,-123.6093519
1727,39.53138747,-107.6063556
696,50.11471848,-119.4035725
1517,46.09691232,-117.7651528
649,44.80900739,-121.174175
524,52.40905727,-105.0093981
1528,45.51396089,-118.1046754
1554,45.00655042,-117.1876867
587,54.02527538,-122.6369937
2234,42.08065144,-114.1204477
1477,43.86788867,-119.012674
336,50.77743756,-120.7368841
829,50.22333995,-107.7199055
2494,34.09836527,-107.1854364
1653,33.75024493,-105.936816
2568,33.90033882,-107.5568056
2004,34.68214641,-110.8468394
2294,43.55438601,-115.0584827
489,47.56609981,-120.6192845
1943,44.05936,-118.77009
891,49.95950467,-107.7967584
625,52.72863448,-108.6315563
1876,42.23596541,-112.4490957
2255,34.74953757,-108.2395725
1776,43.80283376,-115.3199546
1257,45.63529534,-118.1963703
945,32.29586853,-104.1420121
1647,46.08650682,-117.8986335
1315,47.13179752,-115.8762451
2385,44.85154203,-113.1722027
1288,44.99256326,-117.0552166
1161,45.14816263,-107.2887406
1766,43.19115177,-115.344553
996,47.63287625,-116.8964168
