id,left,top,right,bottom,row_index,col_index,acres2,_count,_sum,_mean
223,-125.875000000000000,52.625000000000000,-125.625000000000000,52.375000000000000,6,9,116708,7375,1277,0.173152542372881
224,-125.875000000000000,52.375000000000000,-125.625000000000000,52.125000000000000,7,9,117364,7428,1631,0.219574582660205
225,-125.875000000000000,52.125000000000000,-125.625000000000000,51.875000000000000,8,9,118018,7482,1503,0.200882117080994
226,-125.875000000000000,51.875000000000000,-125.625000000000000,51.625000000000000,9,9,118669,7533,1447,0.192088145493163
227,-125.875000000000000,51.625000000000000,-125.625000000000000,51.375000000000000,10,9,119318,7589,1339,0.176439583607853
228,-125.875000000000000,51.375000000000000,-125.625000000000000,51.125000000000000,11,9,119964,7643,2873,0.375899515896899
229,-125.875000000000000,51.125000000000000,-125.625000000000000,50.875000000000000,12,9,120608,7578,2529,0.333729216152019
230,-125.875000000000000,50.875000000000000,-125.625000000000000,50.625000000000000,13,9,121250,6304,3872,0.614213197969543
231,-125.875000000000000,50.625000000000000,-125.625000000000000,50.375000000000000,14,9,121889,6413,2478,0.386402619678777
232,-125.875000000000000,50.375000000000000,-125.625000000000000,50.125000000000000,15,9,122526,7584,2532,0.333860759493671
233,-125.875000000000000,50.125000000000000,-125.625000000000000,49.875000000000000,16,9,123161,7917,4326,0.546419098143236
234,-125.875000000000000,49.875000000000000,-125.625000000000000,49.625000000000000,17,9,123793,7970,4694,0.588958594730238
235,-125.875000000000000,49.625000000000000,-125.625000000000000,49.375000000000000,18,9,124423,8026,4800,0.598056316969848
236,-125.875000000000000,49.375000000000000,-125.625000000000000,49.125000000000000,19,9,125050,6323,4587,0.725446781591017
237,-125.875000000000000,49.125000000000000,-125.625000000000000,48.875000000000000,20,9,125675,2187,242,0.110653863740283
238,-125.875000000000000,48.875000000000000,-125.625000000000000,48.625000000000000,21,9,126297,0,0,
239,-125.875000000000000,48.625000000000000,-125.625000000000000,48.375000000000000,22,9,126917,0,0,
240,-125.875000000000000,48.375000000000000,-125.625000000000000,48.125000000000000,23,9,127534,0,0,
241,-125.625000000000000,54.125000000000000,-125.375000000000000,53.875000000000000,0,10,112725,7060,706,0.1
242,-125.625000000000000,53.875000000000000,-125.375000000000000,53.625000000000000,1,10,113394,7114,591,0.0830756255271296
243,-125.625000000000000,53.625000000000000,-125.375000000000000,53.375000000000000,2,10,114062,7167,297,0.0414399330263709
244,-125.625000000000000,53.375000000000000,-125.375000000000000,53.125000000000000,3,10,114727,7216,33,0.00457317073170732
245,-125.625000000000000,53.125000000000000,-125.375000000000000,52.875000000000000,4,10,115389,7270,83,0.0114167812929849
246,-125.625000000000000,52.875000000000000,-125.375000000000000,52.625000000000000,5,10,116050,7323,248,0.0338659019527516
247,-125.625000000000000,52.625000000000000,-125.375000000000000,52.375000000000000,6,10,116708,7378,37,0.00501490918948224
248,-125.625000000000000,52.375000000000000,-125.375000000000000,52.125000000000000,7,10,117364,7426,983,0.132372744411527
249,-125.625000000000000,52.125000000000000,-125.375000000000000,51.875000000000000,8,10,118018,7482,1067,0.142608928094092
250,-125.625000000000000,51.875000000000000,-125.375000000000000,51.625000000000000,9,10,118669,7534,1933,0.256570215025219
