PlotName,State,manual_id,lat,lon,years_trapped,max_trap
Rock_Creek,WA,1164,46.89325,-120.96865,27,2
Rocky Point,ID,2284,46.84872,-116.88963,24,79.6
Rocky_Glen,CA,1291,39.4251,-120.7378,7,10
Rogger,OR,1593,42.17315,-120.2451,2,2.8
Roop_Mtn_East_1,CA,1439,40.470577,-120.809414,10,6.4
Roop_Mtn_East_2,CA,1440,40.470577,-120.809414,10,1.6
Roop_Mtn_West_1,CA,1442,40.470577,-120.809414,9,18
Roop_Mtn_West_2,CA,1443,40.470577,-120.809414,8,1.666666667
Rose Creek,ID,2266,47.577696,-116.556123,2,8.2
Rough Creek,ID,2097,44.242534,-115.427687,12,0.2
Round Valley Creek,ID,2054,45.1007,-116.382918,12,10.75
Round_Mt,WA,1210,47.99361,-117.91056,21,8.5
Rubicon,CA,1447,38.977573,-120.103369,3,2.75
Ruby,CA,1318,39.518337,-120.8455,6,52.6
Ruby Creek,ID,2279,46.90723,-116.677126,17,47.2
Ruby_Creek,OR,211,44.64768,-118.69175,34,15
Running_Water_Spring,UT,6404,41.58136098,-111.4314725,10,0
Rusty_Cr.,WA,320,48.53248,-119.83166,36,31.2
S Fk Little Plummer Ck,ID,2188,47.28279,-116.80437,25,92.4
S of Shay Hill,ID,2264,47.318069,-116.66707100000001,17,101.75
S-500,OR,1733,45.064146,-121.493315,5,21.6
S. Cow Cr,ID,2119,45.51523,-116.36752,23,10.6
S.Fk.Beaver,WA,1495,47.76622,-120.59735,4,15.6
S.Fork Toppenish Cr,WA,675,46.22471,-121.03097,38,16.2
S_Fork_Oak_Cr,WA,1166,46.73157,-120.89279,21,2.8
Salmon La Sac,WA,1737,47.40424,-121.09905,1,0
Salmon_L.A_Sac,WA,1466,47.39663,-121.0932,1,0
Saloon Gulch,CO,294,39.370008,-106.86152,5,4
San Antonio CG,NM,562,35.894389,-106.655226,1,3.2
Sand Draw,CO,321,39.186839,-105.280893,4,0.4
Sand_Creek,WA,1599,47.04891,-121.24813,3,0
Sandy_Butte,WA,912,48.59241,-120.43705,40,50.8
Sanpoil,WA,654,48.15722,-118.69944,37,51.2
Santa Clara Canyon - Point 1,NM,554,35.976758,-106.38483,4,6.5
Sardine_Spring,CA,1247,39.62,-120.615,15,40.8
Satus,WA,1021,45.99131,-120.66882,34,10.6
Scale_Station,OR,250,45.10372,-121.46297,43,13.2
Scatter,WA,1706,48.55158,-118.79769,9,36.2
Schoolmarm_Spr,OR,197,43.92367,-119.40054,39,54.6
Schwartz Creek,ID,2202,46.86995872,-116.5845734,42,110.6
Sclome_Meadow,WA,632,48.06964,-118.54639,43,19
Scotch Bob Canyon,ID,2392,43.031382,-116.68094,4,21.4
Scott Creek,ID,2104,44.199265,-115.72901,12,1.8
Scotts_Valley,WA,1231,47.92267,-117.64359,20,5.4
Scraggy View PG,CO,129,39.32805,-105.188242,5,2.8
Scriver Creek,ID,2399,44.189548,-116.005948,6,96.6
Secret_House,CA,1274,39.186242,-120.586208,29,47.5
Section Corner,WA,661,46.09586,-120.79029,39,4.8
See Canyon,AZ,149,34.337027,-111.014492,6,7.8
Seid Creek,ID,2013,44.708929,-116.828106,19,51.6
Sequoia_Crest,CA,1424,36.182499,-118.633617,2,0.6
Seven,OR,1554,45.20759,-121.67588,2,0
Seventeen_Mile,WA,657,48.41833,-118.65278,38,51.8
Shafer Butte,ID,2070,43.784549,-116.084246,9,14.6
Shamrock,OR,538,45.75,-117.30833,35,13.2
Sharps Canyon,ID,2030,43.454854,-114.135134,33,58
Sheep Butte,WA,671,46.10226439,-120.9043775,30,3.6
Sheep Creek IDL,ID,2207,47.07309,-116.93699,42,83.2
Sheep Creek R4,ID,2057,44.98440308,-116.5050764,13,25
Sheep Creek R4 2,ID,2397,44.978705,-116.494835,2,12
Sheep Nose,CO,235,39.141567,-105.203426,5,0.6
Sheep_Canyon,WA,1270,45.87584,-121.08223,4,3.8
Sheep_Canyon,WA,1334,45.9769,-121.041,4,1.2
Sherman,WA,929,48.5867,-118.16177,43,32.4
Shin Pt,ID,2138,46.71732,-115.59316,22,13.2
Shinando_Canyon,WA,659,46.00492,-120.56111,37,32
Shinglemill Creek,CO,327,39.34441,-105.283726,4,0.2
Shrine_Beach,WA,1543,47.91509,-120.20461,1,8.2
Signal Peak,WA,999,46.04167,-121.25001,26,3.4
Signal Point #1,ID,2358,47.64068,-116.98047,12,39.4
Signal Point #2,ID,2359,47.61826,-116.97911,13,54.2
Signal Point #3,ID,2360,47.60648,-116.99992,12,22.8
Signal Point #4,ID,2361,47.58543,-116.99852,12,60
Signal Point #5,ID,2362,47.59622,-116.99221,12,35.4
Signal Point (Post Falls),ID,2349,47.6837,-116.9737,14,41.8
Silver City,ID,2393,43.012395,-116.73009,3,35.8
Silver Creek Campground,ID,2077,44.358815,-115.788834,12,3.2
Silver_Creek,WA,652,48.06528,-118.58444,38,59.4
Simcoe Butte,WA,1012,46.07033,-120.78837,25,23.8
Simerson_Spr,OR,397,45.45194,-118.20972,34,6.3
Sink,OR,1570,43.21996,-122.07682,1,0
Sink,OR,1648,43.17677,-122.07718,2,0
Sinkler RD/Rose Creek,ID,2154,47.350945,-116.9594067,12,7.4
Sinks,OR,1533,45.78074,-117.92108,4,15.4
Sinlahekin,WA,938,48.69061,-119.72309,37,32.2
Sivels,CA,998,37.398115,-119.580302,23,55.6
Six,OR,1553,45.27946,-121.65542,2,0
Sixmile Creek,ID,2046,45.042683,-116.219324,12,16.6
Sixmile Creek-South,CO,324,39.245629,-105.26326,4,0.2
Sixmile_Creek,CO,72,39.284766,-105.278067,5,0.6
Skillman_(Towle_Mill),CA,1250,39.31,-120.8033333,18,34.2
Skookum,OR,1568,43.24725,-121.65684,3,0.8
Skookum Lake,BC,3026,51.11128699999999,-120.87802,3,6
Skookum Lake,BC,3027,51.11128699999999,-120.87802,3,6
Skunk Creek,ID,2004,44.385844,-115.957918,32,56.6
Skyline_Pit,OR,243,45.44672,-121.45119,41,18.6
Slab_Creek,OR,1527,44.68424,-118.48427,3,0.2
Slaughterhouse Creek,ID,2105,44.102281,-115.656445,12,61.6
Sleepy_Grass_PG,NM,472,32.948683,-105.720742,3,0
Slide_Creek,OR,207,44.6795,-118.97971,41,49.5
Slide_Ridge,WA,1458,47.91491,-120.26836,4,4
Sloan Point,ID,2044,44.752894,-115.915631,12,12
Smackout,WA,617,48.80583,-117.58014,35,5
Smith Creek,ID,2293,47.05933,-116.82409,24,100.2
Smith_Mill,CA,187,36.088697,-118.659796,8,14.8
Snag_Springs,OR,1610,42.40382,-120.61952,3,0
Sneed_Mtn,WA,335,48.55667,-119.13778,38,22
Snohoosh Lake,BC,3008,51.083632,-120.876536,3,11
Snow_Cabin,WA,1034,46.52495,-121.15683,3,0
Snow_Tent,CA,1285,39.371334,-120.856032,11,37.33333333
Snowshoe_Summit,OR,1047,44.14776,-119.2815,34,24.4
Soda_Springs,WA,1427,46.4396,-120.9683,4,3
Solomon,OR,1053,42.74333,-121.79667,30,27.4
Solomon_Butte,OR,1654,42.72612,-121.77001,2,0
South Fork Boulder Creek,ID,2029,42.726473,-116.849896,34,96.8
South Garber Creek,CO,270,39.334438,-105.0496,5,0.8
South Pine,ID,2037,44.607312,-116.887996,10,25.2
South of Clinton,BC,3020,51.087117,-121.583749,20,7.75
South of Sanders,ID,2302,47.0678,-116.8178,24,86.8
South_Ahtanum,WA,1035,46.4848,-120.9866,32,27.2
South_Entrance,CA,1043,37.507937,-119.632248,7,71.2
South_Fk_Hunters_Cr,WA,1221,48.0839,-118.03663,26,2.2
South_Fk_Monastash,WA,1155,46.9844,-120.83629,27,16
South_Fork,CA,1058,37.556892,-119.691907,1,0.2
Speckerman,CA,994,37.452627,-119.585141,22,21
Spencer,WA,1637,46.60052,-121.10591,1,0
Spences Bridge,BC,4021,50.45896655999999,-121.3256831,25,68.5
Spex_Arth,WA,1465,47.15407,-121.03826,1,0
Spirit,WA,1041,48.82912,-117.65625,33,1.2
Spirit Lake 1,ID,2363,47.93126896,-117.0286954,12,10.8
Spodue,OR,64,42.6053,-121.2659,35,30.2
Spokane River Pull Out,WA,1739,47.88341,-117.69778,5,0.8
Spokane_Mt,WA,1209,47.95389,-118.08833,20,11.4
Spoon,OR,1641,45.28636,-116.95014,3,2
Spoon-Harl_Butte,OR,515,45.25,-116.96667,35,32.8
Sportsman,CA,29,41.562471,-120.898168,28,53.2
Spring Creek,CO,88,37.3720437,-105.1058817,5,0.4
Spring Gulch,CO,95,38.927469,-105.425077,5,0.2
Spring Mtns,ID,2120,45.51706,-116.41815,18,2
Spring Valley Creek,ID,2177,46.79258,-116.75043,44,61.2
Spring Valley Creek W,ID,2270,46.79746,-116.77418,7,96.6
Spring_Cr,OR,995,44.95728,-117.25603,34,97.8
Spring_Creek,OR,1120,45.3188,-118.33526,1,0
Spring_Rd,WA,1265,45.89095,-121.14449,2,28.2
Springdale,WA,943,48.06026,-117.72433,43,11.6
Spruce_Mtn,AZ,130,34.461977,-112.40325,10,0.2
Squaw Creek,ID,2071,44.475164,-116.22285,13,18.2
Squaw Creek 1,ID,2191,47.161315,-116.804857,41,89.2
Squaw Flat,ID,2061,44.767748,-116.24113,12,4.4
Squilchuck_St_Pk,WA,1142,47.31448,-120.37125,27,27.4
Squirrel_Heaven,WA,1272,45.9624,-121.041,1,19.8
Squirrel_Heaven,WA,1332,46.03562,-121.03889,4,3.2
St_Peters,WA,629,48.75833,-118.5125,35,32.8
Stacey Creek,ID,2014,44.535068,-117.009313,20,63.2
Stafford,WA,555,47.36667,-120.8,45,19.2
Stampede,WA,1462,47.29261,-121.34958,1,0
Star_Lakes,CA,1039,37.511502,-119.550052,7,30
Starkey1,OR,1111,45.24669,-118.53628,2,0.3
Starkey2,OR,1114,45.24667,-118.55674,1,0.2
Starr_Ridge,OR,158,44.21889,-118.92944,41,40.4
Starvation,WA,887,48.51784,-117.71048,43,5.6
State,OR,706,44.67402,-119.92909,6,4.2
State,OR,707,44.64487,-119.9498,6,0.4
State,OR,829,42.5569,-123.18071,7,3.8
State,OR,832,42.10569,-122.53292,7,1.4
State,OR,834,42.49859,-123.37684,6,2
State Line (Meredith Rd),ID,2354,47.31549,-117.03332,15,58.8
State Line (Post Falls),ID,2348,47.6389,-117.025,15,6.6
State-DFW,OR,787,45.02855,-118.08522,6,18.3
State-DFW,OR,789,45.04831,-118.93058,6,1.4
State-DFW,OR,857,45.13606,-121.43096,5,41.8
State-DFW,OR,858,45.23735,-121.38946,5,27.2
State-DFW,OR,859,45.30952,-121.28699,5,3.2
State-Highway,OR,791,45.34784,-118.16881,37,32
State-Parks,OR,793,45.53691,-118.4663,36,19.2
State-Parks,OR,794,45.29099,-118.9674,6,0
State_OSDF,OR,737,42.78464,-121.92723,23,1.2
State_OSDF,OR,738,42.79919,-121.88788,38,15.6
State_OSDF,OR,739,42.77011,-121.84852,35,4.8
State_OSDF,OR,740,42.7411,-121.9075,24,2.2
State_OSDF,OR,741,42.33252,-121.32155,25,25.2
State_OSDF,OR,781,45.43576,-118.38043,36,2.8
State_OSDF,OR,783,45.34819,-118.37679,19,1.6
State_OSDF,OR,785,45.44951,-117.75782,22,4
State_OSDF,OR,1736,42.77011,-121.84852,3,30.4
Station,OR,247,45.11492,-121.52494,42,14.4
Steamboat,OR,1031,44.48282,-118.4629,1,0.4
Steep_Hollow,CA,1271,39.257263,-120.814965,20,70.25
Stemwinder FSR,BC,4041,49.37140469999999,-120.1351197,12,33.7
Stemwinder Park,BC,4019,49.37495248,-120.1432354,25,49.3
Stepstone,WA,643,48.3942,-118.02,41,17
Stinking Lake,BC,4047,50.83953233000001,-121.094025,6,6.766666666666667
Stockade,WA,1512,46.21414,-117.77105,4,6.6
Storm_King1,WA,1070,48.70449,-118.75903,2,0.4
Storm_King2,WA,1071,48.67563,-118.80263,2,0
Stough,CA,899,41.562058,-120.254446,36,22.4
Stover,CA,802,40.283001,-121.314471,25,58.6
Stover_Mtn.(Rbrg),CA,48,40.28235,-121.305801,28,45.8
Strawberry_1,CA,1124,38.197181,-120.008144,23,37
Strawberry_2,CA,1127,38.197181,-120.008144,26,44.8
Strawberry_3,CA,1129,38.197181,-120.008144,22,44.8
Strawberry_Resv,OR,1588,42.09995,-120.85138,2,1.8
Street_Creek,OR,30,44.5738,-121.5834,31,13.4
Stump Lake,BC,4009,50.34720934,-120.3930029,25,79.8
Stump_Hollow,UT,6402,41.95822613,-111.5307558,9,0.2
Stump_Spr_31-40,CA,497,38.705316,-120.406804,26,53.8
Success_Summitt,NV,6410,39.25691564,-114.7044266,8,0
Sugar Creek 17,CO,136,39.29945,-105.168358,5,5
Sugar Creek 18,CO,143,39.29945,-105.168358,5,4
Sugar Creek-54,CO,311,39.29945,-105.168358,4,6.2
Sugar Creek-55,CO,314,39.29945,-105.168358,4,3
Sugarloaf,CA,1376,35.834056,-118.615505,8,16.6
Sugarloaf_Sfp,CA,181,35.837794,-118.604532,8,35.75
Sugarpine,OR,1569,43.11671,-121.617,1,1.8
Sugarpine,OR,1650,43.11681,-121.63681,2,1
Summerland,BC,4016,49.61699493,-119.7893714,25,43.5
Summit,CA,1000,37.50845853,-119.6934112,5,60.2
Summit Landing,ID,2137,46.59169,-115.78397,23,14.6
Summit_Cr.,OR,1507,44.97175,-117.23583000000001,4,13.4
Summit_Cr_Mp3,WA,1316,45.89095,-121.14449,1,2.8
Summit_Creek,OR,1538,45.79781,-116.94944,4,4.6
Summit_Level,CA,1086,38.30464,-120.396508,27,64.4
Summit_Level,CA,1090,38.30464,-120.396508,27,63.6
Summit_Pt_Rd,OR,993,44.95719,-117.23573,33,87.8
Suncadia,WA,1435,47.21882,-121.00848,4,6
Suncadia,WA,1731,47.21882,-121.00848,9,6
Sunflower,OR,980,45.03111,-119.5875,42,70.8
Sunset Mountain,ID,2217,47.02209,-116.47668,24,20.8
Sunset Mtn,ID,2331,47.03562,-116.4493,6,86.2
Sunset_Cpg,CA,1409,36.737129,-118.965803,8,2.6
Sunsetlake,WA,627,48.54167,-118.77083,27,19.2
Sw_Shaws,OR,1656,42.42136,-121.63393,2,0.8
Swanson Cr,ID,2139,46.75086,-115.59857,23,60.4
Sweat_Creek,WA,916,48.39308,-119.80763,34,38.6
Sweitzer,WA,1612,46.11203,-117.34667,3,1
Swietzer,WA,1509,46.12703,-117.32485,1,0
Synder_Meadow,OR,1592,42.33196,-120.46415,2,2.4
Syringa Creek,ID,2310,47.228462,-116.523432,17,11
Tamarack,WA,1380,47.77796,-117.95941,17,0.6
Tamarack Flat,ID,2072,44.396487,-116.237392,22,60.8
Tamareck_Spring,WA,1479,47.06278,-120.90812,4,0
Taneum,WA,1154,47.11392,-120.88416,27,8.6
Taneum,WA,1398,47.1252,-120.9293,14,19.2
Taneum_Pk.,WA,1478,47.10897,-120.95277,4,0.4
Teanaway,WA,1477,47.41168,-120.92501,1,0
Teanaway,WA,1574,47.39719,-120.92508,3,1
Teanaway_Butte,WA,1355,47.31678,-120.93562,6,26.6
TeePee_SO,WA,1362,48.66351,-117.48711,21,12
Teepee_Butte_Rd,OR,1537,45.8559,-117.01064,1,0
Tekoa,WA,1037,47.23303,-117.07519,1,0
Tekoa_East,WA,1426,47.27768,-117.07315,1,94.2
Tekoa_Johnson_North,WA,1423,47.26574,-117.08722,1,41.3
Tekoa_Johnson_South,WA,1425,47.2668,-117.08722,1,72.8
Tekoa_Mt,WA,1335,47.26686,-117.07809,3,64.2
Tekoa_Mt_North,WA,1331,47.31522,-117.04941,23,85.2
Telephone_Flat,OR,1651,42.47986,-121.6923,3,0.6
Telephone_Gulch,OR,502,44.25833,-118.125,35,27.6
Texas_Cr.,WA,928,48.22546,-120.04191,42,8.6
Third_Creek,OR,506,44.625,-118.25,42,57.6
Thompson_Spr,OR,255,44.46722,-120.26028,37,4
Thompson_Spring,OR,1005,43.79249,-118.70627,35,90.4
Three,OR,1550,45.0927,-121.51212,3,4
Three Mile Lake,BC,3019,51.060465,-121.56572,3,0
Three_Creeks,WA,1019,45.92615,-120.72924,31,10.6
Three_Mile_Rock,CA,958,39.889374,-120.56091,14,28.6
Threemile Creek,ID,2103,44.271789,-115.669077,12,0.6
Thunder_Hill_1,CA,1094,38.287829,-120.173116,26,22.6
Thunder_Hill_2,CA,1096,38.287829,-120.173116,26,24.6
Thunder_Hill_3,CA,1098,38.287829,-120.173116,27,34
Thunder_Hill_4,CA,1100,38.287829,-120.173116,27,48.2
Tiger,OR,1685,45.94147,-117.98901,1,0
Tiger_Meadows,WA,889,48.67797,-117.48713,14,11.8
Tiger_Saddle,OR,1351,45.94039,-118.02908,12,29
Tiger_Saddle,OR,1528,45.94062,-118.01044,3,3.2
Timber_Mt,WA,626,48.51419,-117.47665,38,15.2
Timothy,OR,306,43.96646,-119.52674,37,22.6
Timothy,WA,1665,47.07703,-121.24812,2,0.2
Tin_Trough,OR,1662,45.14964,-118.54247,27,5.6
Tin_Troughs,OR,1492,45.18967,-118.51588,2,0.2
Toats_1,WA,902,48.84484,-119.71449,40,23
Toats_2,WA,935,48.86629,-119.76989,29,2.8
Toats_3,WA,1354,48.87599,-119.77349,15,13
Tom Carter,ID,2366,46.89589,-116.80252,2,45.2
Tool Cache,ID,2039,44.636294,-116.928532,12,51.4
Top-of-the-World,CO,256,39.346446,-105.260289,6,0.4
Topaz Point CG/Virgins Bath,CO,199,39.252865,-105.118068,26,20.6
Torada_Creek,WA,896,48.91041,-118.85988,41,16.6
Touchet,WA,384,46.15556,-117.80639,40,22
Tower,OR,104,42.3034,-120.8295,36,26.6
Treasure_North,CA,1306,39.519499,-120.346285,13,37
Treasure_South,CA,1304,39.519499,-120.346285,13,35.4
Tree_Springs_TH,NM,516,35.193649,-106.405359,16,38.2
Trinity Lakes Road,ID,2086,43.652849,-115.410843,9,41.4
Trout_Creek,OR,39,44.25861,-121.68472,39,19.5
Tucannon,WA,867,46.2294,-117.727,36,19.4
Tule Lake,ID,2107,44.65108199,-115.6789039,12,0.6
Turnbow Creek,ID,2280,46.8917,-116.7923,24,70.6
Turnbow Point,ID,2282,46.87343,-116.80089,24,79.4
Twin Buttes,WA,677,46.06396,-121.08936,36,16
Twin Lakes,ID,2356,47.87564,-116.84976,14,66.8
Twisp_River,WA,339,48.39394,-120.46139,37,39.2
Tyee,WA,566,47.24528,-120.4375,14,2
Tyee_Ridge,WA,1104,47.81204,-120.4546,26,1.4
Tyson Creek 1,ID,2327,47.09202,-116.48525,23,87.8
U.S.Forest_Serv,OR,825,42.3536,-123.16083,7,0.2
US Hill Vista overlook,NM,589,36.213008,-105.593151,1,0
USAFA-GC,CO,366,39.000218,-104.857899,2,0
USAFA-MC,CO,363,38.99509,-104.886564,2,0
USAFA-RC,CO,360,39.012008,-104.892679,2,0
Uncle_Tom's_Cabin,CA,96,38.929297,-120.484965,7,36.2
Upper Dog Creek (added 2011),BC,3058,51.59827200000001,-122.150914,3,1.7
Upper Rock Creek,ID,2091,43.985117,-115.694122,10,6.6
Upper Wolftone Creek,ID,2383,43.503287,-114.481629,8,39
Upper_Clear_Cr,OR,992,45.01516,-117.13402,33,71
Upper_Dogtown/Leek_Spr._Rd._7Ut_131-140,CA,580,38.628481,-120.276043,20,76.8
Upper_Lehman,NV,6412,39.01286289,-114.2499658,11,0.2
Upper_Windy_Pt,WA,1300,46.69194,-120.88911,23,3.2
Vantine,WA,952,46.92006,-118.50351,5,19.6
Vassar Meadows 1,ID,2178,46.847098,-116.569757,44,102.8
Veasy Lake FSR,BC,4007,50.89789205,-121.4584575,18,83
Veasy Lake FSR,BC,4022,50.89900171,-121.4594022,13,68
Veasy Lake FSR,BC,4023,50.90579816,-121.4680959,8,43.3
Veasy Lake FSR,BC,4024,50.90466264,-121.4631266,13,76.3
Veasy Lake FSR,BC,4025,50.88829881,-121.4376888,7,23
Venables Valley,BC,4026,50.59883017000001,-121.3699564,14,39.7
Vernon,BC,4013,50.30384211,-119.1976462,24,79.8
Vessey/Signal Peak Hwy,WA,1002,46.22303,-120.94653,23,9.8
Vidette Lake - North,BC,3010,51.164373000000005,-120.904691,3,1
Vidette Lake - South,BC,3009,51.15064099999999,-120.881267,3,4
Vinegar,OR,1596,44.68424,-118.54531,3,1
Virginia Gulch,ID,2025,43.609139,-115.152761,22,62
W Fork Sixmile Cr,ID,2079,44.271623,-115.968333,11,3.2
W-325,OR,1734,45.035101,-121.5349,5,29.6
W. Fork Potlatch River,ID,2151,46.92008,-116.42202,22,40.4
WA_DNR_Final,OR,875,45.98415,-118.06782,8,0.6
WA_DNR_High,OR,873,45.95628,-117.99579,7,0
WA_DNR_Watershed,OR,874,45.98426,-118.04565,8,10.8
W_Kaiser_Butte,WA,1275,45.9769,-121.0202,1,6.6
W_Meadowbrook,OR,1358,44.94953,-119.04233,16,5
Wade_Spr.,OR,1560,44.06928,-118.72639,2,4.4
Waitts_Lake,WA,942,48.18422,-117.7721,43,5
Walker,OR,1061,43.33409,-121.67692,1,0
Walker,OR,1649,43.34858,-121.67688,2,1
Wallace Road,BC,5055,49.43359123475613,-119.0856903,14,3.2
Waneta,BC,5020,49.019246239174656,-117.5938588,14,0.8
Wannacut_Lake,WA,1410,48.88448,-119.52665,14,17.6
Ward,CA,1448,39.158819,-120.153055,3,2
Warm Lake Creek,ID,2106,44.650747,-115.61444,12,0.2
Warm Springs,ID,2021,43.67965377,-114.397066,8,14.8
Warm Springs Creek,ID,2369,44.15365744,-116.0564094,3,1
Warm Springs Saddle,ID,2370,44.15828389,-116.0514883,3,5
Washington_Cr,WA,1009,47.97083,-120.04,42,19
Washington_Gulch,OR,407,44.76706,-117.92177,29,7.8
Washington_Park,AZ,15,34.42979,-111.261416,20,26
Water Canyon Road,NM,581,33.990557,-107.163515,1,0
Watson,OR,1609,42.80901,-120.96813,3,0
Wauconda_Summit,WA,882,48.7117,-118.98239,43,6
Webb Creek,ID,2128,46.158015,-116.650487,7,1.4
Weddle,WA,1672,46.67343,-120.91882,2,0
Weeman,WA,914,48.51223,-120.29262,41,44.4
Weller Road,ID,2357,47.63894,-116.95205,13,4.6
Wenatchee_Lake,WA,1499,47.82475,-120.76899,1,0.4
Wenatchee_Ridge,WA,1586,47.83897,-120.85578,3,10.8
Wenatchee_River,WA,1500,47.85336,-120.87723,1,0
West Creek,CO,151,39.149755999999996,-105.160926,6,6.8
West Fork Big Bear Creek,ID,2272,46.7938,-116.66375,24,61
West Fork Deep Creek,ID,2224,47.03738,-116.92448,41,91.2
West Fork Emerald Creek,ID,2218,47.028516,-116.377508,17,4.6
West Fork Mission Creek 118,ID,2208,47.10274,-116.97368,42,64.2
West Fork Mission Creek 723,ID,2296,47.10548,-116.91985,24,87.4
West Parks Creek,ID,2089,43.623787,-115.351024,11,80.6
West Twin (10-115),ID,2186,46.81247,-116.91909,29,75.4
West_Fork_Fortier_Creek,ID,2263,47.552293,-116.589962,2,3.2
West_Myrtle,OR,188,43.95833,-119.15917,39,65.2
West_Peak,AZ,97,32.75166,-110.046944,18,49
West_Waconda,WA,1241,48.71642,-119.07233,26,8.8
Weston,CA,1392,36.723029,-118.886153,9,2.8
Westside_Rock_Cr,OR,616,42.54639,-122.10583,42,22.2
Weyerhaeuser,OR,714,43.15789,-121.27985,2,0
Weyerhaeuser,OR,715,42.89926,-121.28145,4,0
Weyerhaeuser,OR,716,42.78315,-121.35948,4,0.6
Weyerhaeuser,OR,717,42.75103,-120.9091,4,0
Weyerhaeuser,OR,718,42.66416,-120.97141,4,0
Weyerhaeuser,OR,719,42.608,-121.04605,5,4
Weyerhaeuser,OR,721,42.47631,-120.75459,12,17.6
Weyerhaeuser,OR,722,42.44719,-120.7167,10,0.6
Weyerhaeuser,OR,724,42.26439,-122.11934,4,3.6
Weyerhaeuser,OR,725,42.23527,-121.98264,4,12.6
Weyerhaeuser,OR,728,42.17837,-122.47371,4,0.4
Weyerhaeuser,OR,729,42.16363,-122.37561,4,0
Weyerhaeuser,OR,731,42.13348,-121.98264,4,8.6
Weyerhaeuser,OR,732,42.10489,-122.27977,4,0.8
Weyerhaeuser,OR,733,42.10505,-122.13944,4,6.4
Weyerhaeuser,OR,734,42.0902,-121.9623,4,7.2
Whiskey Creek,ID,2143,46.55234,-116.10261,13,3
White_Chief,CA,984,37.478577,-119.632846,21,12
White_Cloud,CA,1266,39.320878,-120.84569,37,61.8
White_Pine,WA,1587,47.76639,-120.91923,3,0.2
White_Pine_Buttes,WA,1333,45.96355,-120.97841,4,0.8
Whitehawk,ID,2101,44.271601,-115.52847,12,0.4
Whitehorse,OR,613,42.62471,-121.78948,3,4.8
Whitmore_Mtn,WA,650,48.17928,-119.24331,42,20.6
Wide West Gulch,ID,2088,43.667075,-115.291708,12,92
Wigwam,CO,65,39.245753,-105.35434,6,8.8
Wilcox_Mt.,WA,926,48.88544,-119.2316,41,57.2
Wildcat,WA,1633,46.58598,-121.06414,1,0
Willow Bend PA,CO,307,39.342666,-105.178164,4,3.6
Willow Creek,ID,2096,43.943288,-115.478065,13,52.4
Willow Creek 1,ID,2333,47.05553,-116.36618,22,73.2
Willow Flat,WA,1741,46.67278,-121.0311,5,0.6
Willow Peak,ID,2329,47.03526,-116.41848,6,85.2
Willow_Spr.Jct,WA,1510,46.21391,-117.57575,4,0
Wilson Creek,ID,2102,44.329669,-115.609087,12,1.4
Winchester_Cr,WA,623,48.30125,-117.41168,38,12.8
Windfall Pass,ID,2190,47.24416,-116.83556,42,99.6
Windy_Point,WA,1167,46.69522,-120.91868,26,3.6
Windy_Point,WA,1348,46.3094,-121.3033,10,0.8
Windy_Point2,WA,1428,46.3094,-121.2823,3,3.4
Winter_Rim,OR,1606,42.77997,-120.94848,2,0.6
Wise Lane,ID,2156,47.2633,-116.9723333,11,17.2
Withers_Lake,OR,131,42.69444,-120.67972,36,4.8
Wohlleben Creek,BC,3014,51.03309,-121.43594,15,5.8
Wolf Creek,WA,870,46.14214,-117.81418,16,2.4
Wolf_Cr,WA,1223,46.09335,-117.87679,16,12.6
Wolf_Mtn,OR,1006,44.05936,-118.77009,35,40.6
Wolftone,ID,2398,43.532147,-114.46639,6,14
Wood Lake,BC,4014,50.15247483,-119.3709578,25,50.8
Wood_Butte,OR,535,45.7564,-117.4436,21,11.2
Wood_Road_One,WA,377,46.28835,-117.54985,40,36.4
Woodard,WA,618,48.24028,-117.54667,20,6.6
Woody_Mt.,WA,917,48.35707,-119.82596,42,26.2
Workman_Creek,AZ,31,33.816588,-110.926355,15,12.6
Yacht_Club,WA,877,47.91868,-120.21174,42,74
Yakima_Guard_St,WA,1015,46.00032,-120.94758,33,19
Yankee Flats,BC,4012,50.47374685,-119.3683931,24,42.7
Yantis Ditch,ID,2050,45.08235171,-116.4343866,12,9.2
Yellow Pine Creek,ID,2002,43.551234,-115.231826,3,10.6
Yellow_Jacket,OR,1697,43.88089,-119.26673,1,3.6
Yellowjacket,OR,193,43.88333,-119.25461,41,103.2
Yellowjacket,OR,424,45.515,-116.76194,22,13.6
Youth_Camp,WA,888,48.54893,-117.59287,43,6
Yuma,OR,287,44.31627,-119.8308,34,33.4
Zimmer Pass,ID,2368,44.14263265,-116.0755449,3,12
palisades-bear creek,ID,2395,43.277661,-111.229018,3,17.6
unknown,ID,978,46.96535,-116.846617,11,38.8
unknown,OR,816,44.42623,-119.82665,8,1.4
unknown,OR,1468,44.88876,-118.95156,2,1.8
unknown,OR,1469,44.8889,-118.89037,2,0.8
unknown,OR,1470,44.87395,-118.68661,4,1.4
unknown,OR,1471,44.78619,-118.58588,3,2
unknown,OR,1472,44.78473,-118.50364,2,0
unknown,OR,1473,44.93209,-118.66638,3,0
unknown,OR,1486,44.97333,-119.80078,4,0.4
unknown,OR,1487,44.9588,-119.722,3,1.4
unknown,OR,1488,45.08994,-119.32032,4,0.4
