elev2,lng,lat,lon
921,-120.5,49.425,-120.5
896,-120.475,49.425,-120.475
995,-120.45,49.425,-120.45
1173,-120.425,49.425,-120.425
1179,-120.4,49.425,-120.4
1217,-120.375,49.425,-120.375
758,-120.35,49.425,-120.35
814,-120.325,49.425,-120.325
1065,-120.3,49.425,-120.3
904,-120.275,49.425,-120.275
954,-120.25,49.425,-120.25
1343,-120.225,49.425,-120.225
1510,-120.2,49.425,-120.2
1610,-120.175,49.425,-120.175
1629,-120.15,49.425,-120.15
1457,-120.125,49.425,-120.125
1185,-120.1,49.425,-120.1
1385,-120.075,49.425,-120.075
1151,-120.05,49.425,-120.05
1546,-120.025,49.425,-120.025
1668,-120,49.425,-120
1809,-119.975,49.425,-119.975
2042,-119.95,49.425,-119.95
1926,-119.925,49.425,-119.925
1690,-119.9,49.425,-119.9
1489,-119.875,49.425,-119.875
1314,-119.85,49.425,-119.85
1295,-119.825,49.425,-119.825
1128,-119.8,49.425,-119.8
965,-119.775,49.425,-119.775
803,-119.75,49.425,-119.75
686,-119.725,49.425,-119.725
1026,-119.7,49.425,-119.7
1145,-119.675,49.425,-119.675
1135,-119.65,49.425,-119.65
842,-119.625,49.425,-119.625
335,-119.6,49.425,-119.6
335,-119.575,49.425,-119.575
858,-119.55,49.425,-119.55
1103,-119.525,49.425,-119.525
1447,-119.5,49.425,-119.5
1557,-119.475,49.425,-119.475
1686,-119.45,49.425,-119.45
1501,-119.425,49.425,-119.425
1505,-119.4,49.425,-119.4
1497,-119.375,49.425,-119.375
1539,-119.35,49.425,-119.35
1469,-119.325,49.425,-119.325
1500,-119.3,49.425,-119.3
1586,-119.275,49.425,-119.275
1618,-119.25,49.425,-119.25
1607,-119.225,49.425,-119.225
1458,-119.2,49.425,-119.2
1469,-119.175,49.425,-119.175
1213,-119.15,49.425,-119.15
1232,-119.125,49.425,-119.125
770,-119.1,49.425,-119.1
1208,-119.075,49.425,-119.075
1497,-119.05,49.425,-119.05
1622,-119.025,49.425,-119.025
1392,-119,49.425,-119
1438,-118.975,49.425,-118.975
1141,-118.95,49.425,-118.95
1223,-118.925,49.425,-118.925
1036,-118.9,49.425,-118.9
942,-118.875,49.425,-118.875
931,-118.85,49.425,-118.85
1086,-118.825,49.425,-118.825
1256,-118.8,49.425,-118.8
1596,-118.775,49.425,-118.775
1697,-118.75,49.425,-118.75
1837,-118.725,49.425,-118.725
1988,-118.7,49.425,-118.7
1613,-118.675,49.425,-118.675
1675,-118.65,49.425,-118.65
1702,-118.625,49.425,-118.625
1544,-118.6,49.425,-118.6
1339,-118.575,49.425,-118.575
1475,-118.55,49.425,-118.55
768,-118.525,49.425,-118.525
1166,-118.5,49.425,-118.5
1041,-123,49.45,-123
787,-122.975,49.45,-122.975
392,-122.95,49.45,-122.95
1107,-122.925,49.45,-122.925
652,-122.9,49.45,-122.9
NA,-122.875,49.45,-122.875
403,-122.85,49.45,-122.85
727,-122.825,49.45,-122.825
1111,-122.8,49.45,-122.8
211,-122.775,49.45,-122.775
749,-122.75,49.45,-122.75
961,-122.725,49.45,-122.725
1237,-122.7,49.45,-122.7
770,-122.675,49.45,-122.675
805,-122.65,49.45,-122.65
950,-122.625,49.45,-122.625
661,-122.6,49.45,-122.6
519,-122.575,49.45,-122.575
2,-122.55,49.45,-122.55
2,-122.525,49.45,-122.525
608,-122.5,49.45,-122.5
806,-122.475,49.45,-122.475
925,-122.45,49.45,-122.45
979,-122.425,49.45,-122.425
436,-122.4,49.45,-122.4
1044,-122.375,49.45,-122.375
1098,-122.35,49.45,-122.35
450,-122.325,49.45,-122.325
146,-122.3,49.45,-122.3
674,-122.275,49.45,-122.275
78,-122.25,49.45,-122.25
78,-122.225,49.45,-122.225
399,-122.2,49.45,-122.2
759,-122.175,49.45,-122.175
1375,-122.15,49.45,-122.15
1350,-122.125,49.45,-122.125
1085,-122.1,49.45,-122.1
1120,-122.075,49.45,-122.075
776,-122.05,49.45,-122.05
283,-122.025,49.45,-122.025
589,-122,49.45,-122
1339,-121.975,49.45,-121.975
1169,-121.95,49.45,-121.95
739,-121.925,49.45,-121.925
719,-121.9,49.45,-121.9
375,-121.875,49.45,-121.875
163,-121.85,49.45,-121.85
13,-121.825,49.45,-121.825
13,-121.8,49.45,-121.8
13,-121.775,49.45,-121.775
813,-121.75,49.45,-121.75
1133,-121.725,49.45,-121.725
709,-121.7,49.45,-121.7
977,-121.675,49.45,-121.675
1433,-121.65,49.45,-121.65
1055,-121.625,49.45,-121.625
950,-121.6,49.45,-121.6
1274,-121.575,49.45,-121.575
1035,-121.55,49.45,-121.55
1124,-121.525,49.45,-121.525
1255,-121.5,49.45,-121.5
904,-121.475,49.45,-121.475
538,-121.45,49.45,-121.45
224,-121.425,49.45,-121.425
334,-121.4,49.45,-121.4
868,-121.375,49.45,-121.375
1460,-121.35,49.45,-121.35
1440,-121.325,49.45,-121.325
491,-121.3,49.45,-121.3
477,-121.275,49.45,-121.275
562,-121.25,49.45,-121.25
955,-121.225,49.45,-121.225
932,-121.2,49.45,-121.2
721,-121.175,49.45,-121.175
1238,-121.15,49.45,-121.15
1769,-121.125,49.45,-121.125
1385,-121.1,49.45,-121.1
1585,-121.075,49.45,-121.075
1641,-121.05,49.45,-121.05
1455,-121.025,49.45,-121.025
1150,-121,49.45,-121
1419,-120.975,49.45,-120.975
1810,-120.95,49.45,-120.95
1429,-120.925,49.45,-120.925
1580,-120.9,49.45,-120.9
1692,-120.875,49.45,-120.875
1818,-120.85,49.45,-120.85
1805,-120.825,49.45,-120.825
1642,-120.8,49.45,-120.8
1570,-120.775,49.45,-120.775
1355,-120.75,49.45,-120.75
1045,-120.725,49.45,-120.725
1575,-120.7,49.45,-120.7
1632,-120.675,49.45,-120.675
1374,-120.65,49.45,-120.65
1251,-120.625,49.45,-120.625
974,-120.6,49.45,-120.6
663,-120.575,49.45,-120.575
778,-120.55,49.45,-120.55
656,-120.525,49.45,-120.525
707,-120.5,49.45,-120.5
756,-120.475,49.45,-120.475
764,-120.45,49.45,-120.45
1031,-120.425,49.45,-120.425
946,-120.4,49.45,-120.4
861,-120.375,49.45,-120.375
743,-120.35,49.45,-120.35
585,-120.325,49.45,-120.325
1172,-120.3,49.45,-120.3
1229,-120.275,49.45,-120.275
1362,-120.25,49.45,-120.25
1473,-120.225,49.45,-120.225
1618,-120.2,49.45,-120.2
1693,-120.175,49.45,-120.175
1656,-120.15,49.45,-120.15
1535,-120.125,49.45,-120.125
1438,-120.1,49.45,-120.1
1640,-120.075,49.45,-120.075
1668,-120.05,49.45,-120.05
1541,-120.025,49.45,-120.025
1697,-120,49.45,-120
1833,-119.975,49.45,-119.975
1852,-119.95,49.45,-119.95
1957,-119.925,49.45,-119.925
1884,-119.9,49.45,-119.9
1687,-119.875,49.45,-119.875
1580,-119.85,49.45,-119.85
1570,-119.825,49.45,-119.825
1349,-119.8,49.45,-119.8
1377,-119.775,49.45,-119.775
764,-119.75,49.45,-119.75
771,-119.725,49.45,-119.725
1133,-119.7,49.45,-119.7
1087,-119.675,49.45,-119.675
938,-119.65,49.45,-119.65
547,-119.625,49.45,-119.625
335,-119.6,49.45,-119.6
411,-119.575,49.45,-119.575
754,-119.55,49.45,-119.55
1090,-119.525,49.45,-119.525
1175,-119.5,49.45,-119.5
1212,-119.475,49.45,-119.475
1248,-119.45,49.45,-119.45
1202,-119.425,49.45,-119.425
1383,-119.4,49.45,-119.4
1381,-119.375,49.45,-119.375
1408,-119.35,49.45,-119.35
1332,-119.325,49.45,-119.325
1320,-119.3,49.45,-119.3
1202,-119.275,49.45,-119.275
1409,-119.25,49.45,-119.25
1421,-119.225,49.45,-119.225
1429,-119.2,49.45,-119.2
1324,-119.175,49.45,-119.175
1142,-119.15,49.45,-119.15
1270,-119.125,49.45,-119.125
812,-119.1,49.45,-119.1
801,-119.075,49.45,-119.075
1138,-119.05,49.45,-119.05
1502,-119.025,49.45,-119.025
1284,-119,49.45,-119
1365,-118.975,49.45,-118.975
1138,-118.95,49.45,-118.95
1381,-118.925,49.45,-118.925
1309,-118.9,49.45,-118.9
901,-118.875,49.45,-118.875
889,-118.85,49.45,-118.85
1239,-118.825,49.45,-118.825
1259,-118.8,49.45,-118.8
1753,-118.775,49.45,-118.775
2007,-118.75,49.45,-118.75
1979,-118.725,49.45,-118.725
2030,-118.7,49.45,-118.7
1980,-118.675,49.45,-118.675
1964,-118.65,49.45,-118.65
1680,-118.625,49.45,-118.625
1476,-118.6,49.45,-118.6
1229,-118.575,49.45,-118.575
1011,-118.55,49.45,-118.55
996,-118.525,49.45,-118.525
1452,-118.5,49.45,-118.5
1432,-123,49.475,-123
1077,-122.975,49.475,-122.975
215,-122.95,49.475,-122.95
872,-122.925,49.475,-122.925
431,-122.9,49.475,-122.9
277,-122.875,49.475,-122.875
968,-122.85,49.475,-122.85
1136,-122.825,49.475,-122.825
718,-122.8,49.475,-122.8
381,-122.775,49.475,-122.775
458,-122.75,49.475,-122.75
1111,-122.725,49.475,-122.725
1236,-122.7,49.475,-122.7
1584,-122.675,49.475,-122.675
1167,-122.65,49.475,-122.65
643,-122.625,49.475,-122.625
1084,-122.6,49.475,-122.6
246,-122.575,49.475,-122.575
2,-122.55,49.475,-122.55
55,-122.525,49.475,-122.525
767,-122.5,49.475,-122.5
566,-122.475,49.475,-122.475
946,-122.45,49.475,-122.45
1491,-122.425,49.475,-122.425
647,-122.4,49.475,-122.4
1128,-122.375,49.475,-122.375
144,-122.35,49.475,-122.35
904,-122.325,49.475,-122.325
1386,-122.3,49.475,-122.3
576,-122.275,49.475,-122.275
103,-122.25,49.475,-122.25
116,-122.225,49.475,-122.225
624,-122.2,49.475,-122.2
1135,-122.175,49.475,-122.175
970,-122.15,49.475,-122.15
984,-122.125,49.475,-122.125
895,-122.1,49.475,-122.1
561,-122.075,49.475,-122.075
955,-122.05,49.475,-122.05
1247,-122.025,49.475,-122.025
228,-122,49.475,-122
901,-121.975,49.475,-121.975
1400,-121.95,49.475,-121.95
1179,-121.925,49.475,-121.925
532,-121.9,49.475,-121.9
171,-121.875,49.475,-121.875
13,-121.85,49.475,-121.85
262,-121.825,49.475,-121.825
13,-121.8,49.475,-121.8
13,-121.775,49.475,-121.775
571,-121.75,49.475,-121.75
913,-121.725,49.475,-121.725
1378,-121.7,49.475,-121.7
1132,-121.675,49.475,-121.675
1453,-121.65,49.475,-121.65
1196,-121.625,49.475,-121.625
1284,-121.6,49.475,-121.6
926,-121.575,49.475,-121.575
848,-121.55,49.475,-121.55
1170,-121.525,49.475,-121.525
1166,-121.5,49.475,-121.5
655,-121.475,49.475,-121.475
285,-121.45,49.475,-121.45
73,-121.425,49.475,-121.425
333,-121.4,49.475,-121.4
603,-121.375,49.475,-121.375
1157,-121.35,49.475,-121.35
1500,-121.325,49.475,-121.325
924,-121.3,49.475,-121.3
858,-121.275,49.475,-121.275
392,-121.25,49.475,-121.25
633,-121.225,49.475,-121.225
859,-121.2,49.475,-121.2
1059,-121.175,49.475,-121.175
939,-121.15,49.475,-121.15
1341,-121.125,49.475,-121.125
1589,-121.1,49.475,-121.1
1519,-121.075,49.475,-121.075
1707,-121.05,49.475,-121.05
1665,-121.025,49.475,-121.025
1428,-121,49.475,-121
1071,-120.975,49.475,-120.975
1291,-120.95,49.475,-120.95
1492,-120.925,49.475,-120.925
1397,-120.9,49.475,-120.9
1654,-120.875,49.475,-120.875
1704,-120.85,49.475,-120.85
1618,-120.825,49.475,-120.825
1593,-120.8,49.475,-120.8
1319,-120.775,49.475,-120.775
1241,-120.75,49.475,-120.75
1123,-120.725,49.475,-120.725
1489,-120.7,49.475,-120.7
1342,-120.675,49.475,-120.675
958,-120.65,49.475,-120.65
821,-120.625,49.475,-120.625
1095,-120.6,49.475,-120.6
1180,-120.575,49.475,-120.575
929,-120.55,49.475,-120.55
780,-120.525,49.475,-120.525
685,-120.5,49.475,-120.5
793,-120.475,49.475,-120.475
870,-120.45,49.475,-120.45
1214,-120.425,49.475,-120.425
1251,-120.4,49.475,-120.4
1038,-120.375,49.475,-120.375
1244,-120.35,49.475,-120.35
1274,-120.325,49.475,-120.325
1380,-120.3,49.475,-120.3
1517,-120.275,49.475,-120.275
1518,-120.25,49.475,-120.25
1615,-120.225,49.475,-120.225
1806,-120.2,49.475,-120.2
1763,-120.175,49.475,-120.175
1791,-120.15,49.475,-120.15
1458,-120.125,49.475,-120.125
1555,-120.1,49.475,-120.1
1718,-120.075,49.475,-120.075
1695,-120.05,49.475,-120.05
1678,-120.025,49.475,-120.025
1699,-120,49.475,-120
1768,-119.975,49.475,-119.975
1825,-119.95,49.475,-119.95
1929,-119.925,49.475,-119.925
1996,-119.9,49.475,-119.9
1919,-119.875,49.475,-119.875
1773,-119.85,49.475,-119.85
1440,-119.825,49.475,-119.825
1372,-119.8,49.475,-119.8
1124,-119.775,49.475,-119.775
914,-119.75,49.475,-119.75
675,-119.725,49.475,-119.725
756,-119.7,49.475,-119.7
581,-119.675,49.475,-119.675
491,-119.65,49.475,-119.65
458,-119.625,49.475,-119.625
342,-119.6,49.475,-119.6
379,-119.575,49.475,-119.575
516,-119.55,49.475,-119.55
801,-119.525,49.475,-119.525
1102,-119.5,49.475,-119.5
1343,-119.475,49.475,-119.475
1341,-119.45,49.475,-119.45
1387,-119.425,49.475,-119.425
1399,-119.4,49.475,-119.4
1342,-119.375,49.475,-119.375
1362,-119.35,49.475,-119.35
1424,-119.325,49.475,-119.325
1441,-119.3,49.475,-119.3
1426,-119.275,49.475,-119.275
1252,-119.25,49.475,-119.25
1253,-119.225,49.475,-119.225
1411,-119.2,49.475,-119.2
1194,-119.175,49.475,-119.175
1299,-119.15,49.475,-119.15
1291,-119.125,49.475,-119.125
816,-119.1,49.475,-119.1
1133,-119.075,49.475,-119.075
816,-119.05,49.475,-119.05
1138,-119.025,49.475,-119.025
1183,-119,49.475,-119
1035,-118.975,49.475,-118.975
1139,-118.95,49.475,-118.95
1360,-118.925,49.475,-118.925
1345,-118.9,49.475,-118.9
971,-118.875,49.475,-118.875
729,-118.85,49.475,-118.85
869,-118.825,49.475,-118.825
1337,-118.8,49.475,-118.8
1481,-118.775,49.475,-118.775
1567,-118.75,49.475,-118.75
1770,-118.725,49.475,-118.725
1983,-118.7,49.475,-118.7
1878,-118.675,49.475,-118.675
1903,-118.65,49.475,-118.65
1688,-118.625,49.475,-118.625
1455,-118.6,49.475,-118.6
1235,-118.575,49.475,-118.575
799,-118.55,49.475,-118.55
1209,-118.525,49.475,-118.525
1561,-118.5,49.475,-118.5
857,-123,49.5,-123
257,-122.975,49.5,-122.975
946,-122.95,49.5,-122.95
1149,-122.925,49.5,-122.925
193,-122.9,49.5,-122.9
735,-122.875,49.5,-122.875
1054,-122.85,49.5,-122.85
1074,-122.825,49.5,-122.825
633,-122.8,49.5,-122.8
968,-122.775,49.5,-122.775
1341,-122.75,49.5,-122.75
1433,-122.725,49.5,-122.725
1340,-122.7,49.5,-122.7
1506,-122.675,49.5,-122.675
837,-122.65,49.5,-122.65
319,-122.625,49.5,-122.625
37,-122.6,49.5,-122.6
258,-122.575,49.5,-122.575
612,-122.55,49.5,-122.55
363,-122.525,49.5,-122.525
543,-122.5,49.5,-122.5
811,-122.475,49.5,-122.475
1294,-122.45,49.5,-122.45
797,-122.425,49.5,-122.425
759,-122.4,49.5,-122.4
741,-122.375,49.5,-122.375
1202,-122.35,49.5,-122.35
1755,-122.325,49.5,-122.325
797,-122.3,49.5,-122.3
371,-122.275,49.5,-122.275
316,-122.25,49.5,-122.25
1095,-122.225,49.5,-122.225
137,-122.2,49.5,-122.2
879,-122.175,49.5,-122.175
1383,-122.15,49.5,-122.15
1291,-122.125,49.5,-122.125
806,-122.1,49.5,-122.1
1006,-122.075,49.5,-122.075
1332,-122.05,49.5,-122.05
782,-122.025,49.5,-122.025
348,-122,49.5,-122
563,-121.975,49.5,-121.975
590,-121.95,49.5,-121.95
643,-121.925,49.5,-121.925
548,-121.9,49.5,-121.9
267,-121.875,49.5,-121.875
91,-121.85,49.5,-121.85
108,-121.825,49.5,-121.825
13,-121.8,49.5,-121.8
13,-121.775,49.5,-121.775
431,-121.75,49.5,-121.75
1338,-121.725,49.5,-121.725
848,-121.7,49.5,-121.7
834,-121.675,49.5,-121.675
1116,-121.65,49.5,-121.65
1804,-121.625,49.5,-121.625
1346,-121.6,49.5,-121.6
1363,-121.575,49.5,-121.575
1193,-121.55,49.5,-121.55
1333,-121.525,49.5,-121.525
537,-121.5,49.5,-121.5
458,-121.475,49.5,-121.475
471,-121.45,49.5,-121.45
210,-121.425,49.5,-121.425
383,-121.4,49.5,-121.4
1048,-121.375,49.5,-121.375
1406,-121.35,49.5,-121.35
1057,-121.325,49.5,-121.325
1105,-121.3,49.5,-121.3
1207,-121.275,49.5,-121.275
509,-121.25,49.5,-121.25
810,-121.225,49.5,-121.225
553,-121.2,49.5,-121.2
1448,-121.175,49.5,-121.175
882,-121.15,49.5,-121.15
1609,-121.125,49.5,-121.125
1438,-121.1,49.5,-121.1
1783,-121.075,49.5,-121.075
1532,-121.05,49.5,-121.05
1548,-121.025,49.5,-121.025
1633,-121,49.5,-121
1549,-120.975,49.5,-120.975
1116,-120.95,49.5,-120.95
1244,-120.925,49.5,-120.925
1457,-120.9,49.5,-120.9
1537,-120.875,49.5,-120.875
1294,-120.85,49.5,-120.85
1467,-120.825,49.5,-120.825
1538,-120.8,49.5,-120.8
1389,-120.775,49.5,-120.775
1363,-120.75,49.5,-120.75
1240,-120.725,49.5,-120.725
995,-120.7,49.5,-120.7
768,-120.675,49.5,-120.675
813,-120.65,49.5,-120.65
1227,-120.625,49.5,-120.625
1333,-120.6,49.5,-120.6
996,-120.575,49.5,-120.575
1070,-120.55,49.5,-120.55
823,-120.525,49.5,-120.525
693,-120.5,49.5,-120.5
827,-120.475,49.5,-120.475
1033,-120.45,49.5,-120.45
1021,-120.425,49.5,-120.425
759,-120.4,49.5,-120.4
1420,-120.375,49.5,-120.375
1475,-120.35,49.5,-120.35
1270,-120.325,49.5,-120.325
1380,-120.3,49.5,-120.3
1605,-120.275,49.5,-120.275
1581,-120.25,49.5,-120.25
1844,-120.225,49.5,-120.225
1753,-120.2,49.5,-120.2
1752,-120.175,49.5,-120.175
1576,-120.15,49.5,-120.15
1454,-120.125,49.5,-120.125
1628,-120.1,49.5,-120.1
1741,-120.075,49.5,-120.075
1812,-120.05,49.5,-120.05
1704,-120.025,49.5,-120.025
1694,-120,49.5,-120
1751,-119.975,49.5,-119.975
1868,-119.95,49.5,-119.95
1941,-119.925,49.5,-119.925
1966,-119.9,49.5,-119.9
1657,-119.875,49.5,-119.875
1468,-119.85,49.5,-119.85
1123,-119.825,49.5,-119.825
1027,-119.8,49.5,-119.8
818,-119.775,49.5,-119.775
715,-119.75,49.5,-119.75
1002,-119.725,49.5,-119.725
1367,-119.7,49.5,-119.7
1070,-119.675,49.5,-119.675
560,-119.65,49.5,-119.65
395,-119.625,49.5,-119.625
345,-119.6,49.5,-119.6
419,-119.575,49.5,-119.575
698,-119.55,49.5,-119.55
688,-119.525,49.5,-119.525
1074,-119.5,49.5,-119.5
1362,-119.475,49.5,-119.475
1494,-119.45,49.5,-119.45
1608,-119.425,49.5,-119.425
1664,-119.4,49.5,-119.4
1576,-119.375,49.5,-119.375
1444,-119.35,49.5,-119.35
1438,-119.325,49.5,-119.325
1450,-119.3,49.5,-119.3
1424,-119.275,49.5,-119.275
1345,-119.25,49.5,-119.25
1102,-119.225,49.5,-119.225
1355,-119.2,49.5,-119.2
1275,-119.175,49.5,-119.175
1211,-119.15,49.5,-119.15
836,-119.125,49.5,-119.125
1211,-119.1,49.5,-119.1
1171,-119.075,49.5,-119.075
894,-119.05,49.5,-119.05
1125,-119.025,49.5,-119.025
1225,-119,49.5,-119
1279,-118.975,49.5,-118.975
1130,-118.95,49.5,-118.95
1178,-118.925,49.5,-118.925
1431,-118.9,49.5,-118.9
1152,-118.875,49.5,-118.875
1268,-118.85,49.5,-118.85
805,-118.825,49.5,-118.825
1044,-118.8,49.5,-118.8
1649,-118.775,49.5,-118.775
1746,-118.75,49.5,-118.75
1710,-118.725,49.5,-118.725
1793,-118.7,49.5,-118.7
1678,-118.675,49.5,-118.675
1727,-118.65,49.5,-118.65
1613,-118.625,49.5,-118.625
1411,-118.6,49.5,-118.6
909,-118.575,49.5,-118.575
983,-118.55,49.5,-118.55
1072,-118.525,49.5,-118.525
1036,-118.5,49.5,-118.5
616,-123,49.525,-123
1059,-122.975,49.525,-122.975
1076,-122.95,49.525,-122.95
530,-122.925,49.525,-122.925
34,-122.9,49.525,-122.9
821,-122.875,49.525,-122.875
489,-122.85,49.525,-122.85
730,-122.825,49.525,-122.825
1499,-122.8,49.525,-122.8
884,-122.775,49.525,-122.775
1179,-122.75,49.525,-122.75
1304,-122.725,49.525,-122.725
1533,-122.7,49.525,-122.7
954,-122.675,49.525,-122.675
1152,-122.65,49.525,-122.65
685,-122.625,49.525,-122.625
2,-122.6,49.525,-122.6
394,-122.575,49.525,-122.575
587,-122.55,49.525,-122.55
934,-122.525,49.525,-122.525
452,-122.5,49.525,-122.5
1284,-122.475,49.525,-122.475
1307,-122.45,49.525,-122.45
481,-122.425,49.525,-122.425
859,-122.4,49.525,-122.4
1042,-122.375,49.525,-122.375
1529,-122.35,49.525,-122.35
694,-122.325,49.525,-122.325
1205,-122.3,49.525,-122.3
143,-122.275,49.525,-122.275
1213,-122.25,49.525,-122.25
1212,-122.225,49.525,-122.225
672,-122.2,49.525,-122.2
383,-122.175,49.525,-122.175
929,-122.15,49.525,-122.15
1361,-122.125,49.525,-122.125
1627,-122.1,49.525,-122.1
1049,-122.075,49.525,-122.075
1417,-122.05,49.525,-122.05
785,-122.025,49.525,-122.025
1015,-122,49.525,-122
1167,-121.975,49.525,-121.975
999,-121.95,49.525,-121.95
743,-121.925,49.525,-121.925
306,-121.9,49.525,-121.9
13,-121.875,49.525,-121.875
147,-121.85,49.525,-121.85
13,-121.825,49.525,-121.825
13,-121.8,49.525,-121.8
13,-121.775,49.525,-121.775
461,-121.75,49.525,-121.75
744,-121.725,49.525,-121.725
801,-121.7,49.525,-121.7
1526,-121.675,49.525,-121.675
1086,-121.65,49.525,-121.65
1274,-121.625,49.525,-121.625
1021,-121.6,49.525,-121.6
1034,-121.575,49.525,-121.575
1480,-121.55,49.525,-121.55
1380,-121.525,49.525,-121.525
1456,-121.5,49.525,-121.5
1068,-121.475,49.525,-121.475
571,-121.45,49.525,-121.45
104,-121.425,49.525,-121.425
530,-121.4,49.525,-121.4
1103,-121.375,49.525,-121.375
1314,-121.35,49.525,-121.35
1172,-121.325,49.525,-121.325
1435,-121.3,49.525,-121.3
914,-121.275,49.525,-121.275
728,-121.25,49.525,-121.25
1392,-121.225,49.525,-121.225
829,-121.2,49.525,-121.2
1602,-121.175,49.525,-121.175
1081,-121.15,49.525,-121.15
1269,-121.125,49.525,-121.125
1616,-121.1,49.525,-121.1
1732,-121.075,49.525,-121.075
1944,-121.05,49.525,-121.05
1705,-121.025,49.525,-121.025
1655,-121,49.525,-121
1373,-120.975,49.525,-120.975
1208,-120.95,49.525,-120.95
1291,-120.925,49.525,-120.925
1035,-120.9,49.525,-120.9
1404,-120.875,49.525,-120.875
1443,-120.85,49.525,-120.85
1053,-120.825,49.525,-120.825
1404,-120.8,49.525,-120.8
1238,-120.775,49.525,-120.775
1097,-120.75,49.525,-120.75
1016,-120.725,49.525,-120.725
921,-120.7,49.525,-120.7
1221,-120.675,49.525,-120.675
1286,-120.65,49.525,-120.65
1379,-120.625,49.525,-120.625
1121,-120.6,49.525,-120.6
1184,-120.575,49.525,-120.575
1111,-120.55,49.525,-120.55
840,-120.525,49.525,-120.525
771,-120.5,49.525,-120.5
879,-120.475,49.525,-120.475
980,-120.45,49.525,-120.45
1013,-120.425,49.525,-120.425
904,-120.4,49.525,-120.4
1177,-120.375,49.525,-120.375
1324,-120.35,49.525,-120.35
1388,-120.325,49.525,-120.325
1523,-120.3,49.525,-120.3
1445,-120.275,49.525,-120.275
1617,-120.25,49.525,-120.25
1615,-120.225,49.525,-120.225
1798,-120.2,49.525,-120.2
1638,-120.175,49.525,-120.175
1584,-120.15,49.525,-120.15
1497,-120.125,49.525,-120.125
1761,-120.1,49.525,-120.1
1800,-120.075,49.525,-120.075
1824,-120.05,49.525,-120.05
1844,-120.025,49.525,-120.025
1723,-120,49.525,-120
1773,-119.975,49.525,-119.975
1928,-119.95,49.525,-119.95
1893,-119.925,49.525,-119.925
1762,-119.9,49.525,-119.9
1494,-119.875,49.525,-119.875
1328,-119.85,49.525,-119.85
1216,-119.825,49.525,-119.825
947,-119.8,49.525,-119.8
833,-119.775,49.525,-119.775
807,-119.75,49.525,-119.75
731,-119.725,49.525,-119.725
995,-119.7,49.525,-119.7
850,-119.675,49.525,-119.675
719,-119.65,49.525,-119.65
557,-119.625,49.525,-119.625
342,-119.6,49.525,-119.6
342,-119.575,49.525,-119.575
605,-119.55,49.525,-119.55
791,-119.525,49.525,-119.525
806,-119.5,49.525,-119.5
1050,-119.475,49.525,-119.475
1319,-119.45,49.525,-119.45
1687,-119.425,49.525,-119.425
1826,-119.4,49.525,-119.4
1820,-119.375,49.525,-119.375
1663,-119.35,49.525,-119.35
1742,-119.325,49.525,-119.325
1538,-119.3,49.525,-119.3
1357,-119.275,49.525,-119.275
1248,-119.25,49.525,-119.25
1262,-119.225,49.525,-119.225
995,-119.2,49.525,-119.2
1154,-119.175,49.525,-119.175
919,-119.15,49.525,-119.15
1140,-119.125,49.525,-119.125
1185,-119.1,49.525,-119.1
894,-119.075,49.525,-119.075
1251,-119.05,49.525,-119.05
1286,-119.025,49.525,-119.025
1353,-119,49.525,-119
1439,-118.975,49.525,-118.975
1347,-118.95,49.525,-118.95
1118,-118.925,49.525,-118.925
1295,-118.9,49.525,-118.9
1077,-118.875,49.525,-118.875
1189,-118.85,49.525,-118.85
884,-118.825,49.525,-118.825
795,-118.8,49.525,-118.8
1597,-118.775,49.525,-118.775
1856,-118.75,49.525,-118.75
1838,-118.725,49.525,-118.725
1729,-118.7,49.525,-118.7
1942,-118.675,49.525,-118.675
2040,-118.65,49.525,-118.65
1803,-118.625,49.525,-118.625
1288,-118.6,49.525,-118.6
1076,-118.575,49.525,-118.575
986,-118.55,49.525,-118.55
1660,-118.525,49.525,-118.525
1360,-118.5,49.525,-118.5
1360,-118.5,49.525,-118.5
981,-123,49.55,-123
1172,-122.975,49.55,-122.975
1226,-122.95,49.55,-122.95
275,-122.925,49.55,-122.925
921,-122.9,49.55,-122.9
588,-122.875,49.55,-122.875
1288,-122.85,49.55,-122.85
1068,-122.825,49.55,-122.825
1376,-122.8,49.55,-122.8
1174,-122.775,49.55,-122.775
944,-122.75,49.55,-122.75
1130,-122.725,49.55,-122.725
824,-122.7,49.55,-122.7
1446,-122.675,49.55,-122.675
865,-122.65,49.55,-122.65
516,-122.625,49.55,-122.625
16,-122.6,49.55,-122.6
640,-122.575,49.55,-122.575
1390,-122.55,49.55,-122.55
789,-122.525,49.55,-122.525
1240,-122.5,49.55,-122.5
950,-122.475,49.55,-122.475
1110,-122.45,49.55,-122.45
938,-122.425,49.55,-122.425
1229,-122.4,49.55,-122.4
1105,-122.375,49.55,-122.375
1034,-122.35,49.55,-122.35
225,-122.325,49.55,-122.325
323,-122.3,49.55,-122.3
941,-122.275,49.55,-122.275
1415,-122.25,49.55,-122.25
1510,-122.225,49.55,-122.225
562,-122.2,49.55,-122.2
285,-122.175,49.55,-122.175
574,-122.15,49.55,-122.15
1318,-122.125,49.55,-122.125
922,-122.1,49.55,-122.1
1616,-122.075,49.55,-122.075
925,-122.05,49.55,-122.05
748,-122.025,49.55,-122.025
1184,-122,49.55,-122
